MTHD,MODL,NTAX,NGEN,TRLN,REPL,DATA,DMAT,STRE,SMAX,SECS
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,14,intron,log-det,SVDquartets,30,51.620000000000005
RAxML,100tax+3000gen,100,3000,500K,14,intron,NA,RAxML,NA,1983.422506
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,14,intron,AGID,RAxML,30,130.894111906174
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,14,intron,AGID,RAxML,30,60.947124906174
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,14,intron,log-det,RAxML,30,171.154327
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,14,intron,log-det,RAxML,30,95.112739
ASTRAL,100tax+3000gen,100,3000,500K,15,exon,NA,ASTRAL,NA,1501.678
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,15,exon,AGID,ASTRAL,30,662.406294092178
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,15,exon,AGID,ASTRAL,30,196.05229409217802
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,15,exon,log-det,ASTRAL,30,546.67
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,15,exon,log-det,ASTRAL,30,186.552
SVDquartets,100tax+3000gen,100,3000,500K,15,exon,NA,SVDquartets,NA,841
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,15,exon,AGID,SVDquartets,30,84.627294092178
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,15,exon,AGID,SVDquartets,30,28.367294092178
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,15,exon,log-det,SVDquartets,30,102.36
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,15,exon,log-det,SVDquartets,30,50.17
RAxML,100tax+3000gen,100,3000,500K,15,exon,NA,RAxML,NA,1196.320670
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,15,exon,AGID,RAxML,30,174.81909209217798
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,15,exon,AGID,RAxML,30,67.289863092178
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,15,exon,log-det,RAxML,30,200.063153
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,15,exon,log-det,RAxML,30,90.66329300000001
ASTRAL,100tax+3000gen,100,3000,500K,15,intron,NA,ASTRAL,NA,1390.665
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,15,intron,AGID,ASTRAL,30,591.405965883255
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,15,intron,AGID,ASTRAL,30,170.673965883255
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,15,intron,log-det,ASTRAL,30,496.169
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,15,intron,log-det,ASTRAL,30,166.135
SVDquartets,100tax+3000gen,100,3000,500K,15,intron,NA,SVDquartets,NA,1457
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,15,intron,AGID,SVDquartets,30,79.74896588325501
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,15,intron,AGID,SVDquartets,30,29.088965883255
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,15,intron,log-det,SVDquartets,30,109.67
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,15,intron,log-det,SVDquartets,30,57.25
RAxML,100tax+3000gen,100,3000,500K,15,intron,NA,RAxML,NA,2029.501721
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,15,intron,AGID,RAxML,30,197.592805883255
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,15,intron,AGID,RAxML,30,78.92679588325501
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,15,intron,log-det,RAxML,30,244.22636
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,15,intron,log-det,RAxML,30,106.701346
ASTRAL,100tax+3000gen,100,3000,500K,16,exon,NA,ASTRAL,NA,1842.305
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,16,exon,AGID,ASTRAL,30,676.483797079086
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,16,exon,AGID,ASTRAL,30,200.453797079086
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,16,exon,log-det,ASTRAL,30,433.376
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,16,exon,log-det,ASTRAL,30,201.709
SVDquartets,100tax+3000gen,100,3000,500K,16,exon,NA,SVDquartets,NA,1330
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,16,exon,AGID,SVDquartets,30,82.387797079086
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,16,exon,AGID,SVDquartets,30,29.447797079086
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,16,exon,log-det,SVDquartets,30,99.48
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,16,exon,log-det,SVDquartets,30,58.64
RAxML,100tax+3000gen,100,3000,500K,16,exon,NA,RAxML,NA,3238.050344
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,16,exon,AGID,RAxML,30,327.902919079086
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,16,exon,AGID,RAxML,30,141.033805079086
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,16,exon,log-det,RAxML,30,268.22489300000007
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,16,exon,log-det,RAxML,30,146.433991
ASTRAL,100tax+3000gen,100,3000,500K,16,intron,NA,ASTRAL,NA,1478.002
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,16,intron,AGID,ASTRAL,30,529.99403692627
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,16,intron,AGID,ASTRAL,30,165.81603692627
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,16,intron,log-det,ASTRAL,30,523.659
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,16,intron,log-det,ASTRAL,30,199.631
SVDquartets,100tax+3000gen,100,3000,500K,16,intron,NA,SVDquartets,NA,2320
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,16,intron,AGID,SVDquartets,30,65.97503692627001
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,16,intron,AGID,SVDquartets,30,25.38503692627
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,16,intron,log-det,SVDquartets,30,109.92
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,16,intron,log-det,SVDquartets,30,62.34
RAxML,100tax+3000gen,100,3000,500K,16,intron,NA,RAxML,NA,5630.643184
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,16,intron,AGID,RAxML,30,211.83969192626998
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,16,intron,AGID,RAxML,30,75.98156792627
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,16,intron,log-det,RAxML,30,314.56552
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,16,intron,log-det,RAxML,30,170.746754
ASTRAL,100tax+3000gen,100,3000,500K,17,exon,NA,ASTRAL,NA,1082.987
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,17,exon,AGID,ASTRAL,30,513.4978118705751
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,17,exon,AGID,ASTRAL,30,149.65881187057502
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,17,exon,log-det,ASTRAL,30,409.356
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,17,exon,log-det,ASTRAL,30,176.91
SVDquartets,100tax+3000gen,100,3000,500K,17,exon,NA,SVDquartets,NA,1781
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,17,exon,AGID,SVDquartets,30,86.88781187057499
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,17,exon,AGID,SVDquartets,30,31.577811870575
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,17,exon,log-det,SVDquartets,30,116.7
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,17,exon,log-det,SVDquartets,30,62.94
RAxML,100tax+3000gen,100,3000,500K,17,exon,NA,RAxML,NA,4579.313651
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,17,exon,AGID,RAxML,30,735.0663018705749
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,17,exon,AGID,RAxML,30,275.59258087057503
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,17,exon,log-det,RAxML,30,854.041601
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,17,exon,log-det,RAxML,30,373.005069
ASTRAL,100tax+3000gen,100,3000,500K,17,intron,NA,ASTRAL,NA,967.263
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,17,intron,AGID,ASTRAL,30,424.07278799819903
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,17,intron,AGID,ASTRAL,30,131.674787998199
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,17,intron,log-det,ASTRAL,30,346.866
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,17,intron,log-det,ASTRAL,30,163.04500000000002
SVDquartets,100tax+3000gen,100,3000,500K,17,intron,NA,SVDquartets,NA,3275
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,17,intron,AGID,SVDquartets,30,91.11478799819899
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,17,intron,AGID,SVDquartets,30,34.074787998199
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,17,intron,log-det,SVDquartets,30,134.22
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,17,intron,log-det,SVDquartets,30,80.71000000000001
RAxML,100tax+3000gen,100,3000,500K,17,intron,NA,RAxML,NA,8540.768234
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,17,intron,AGID,RAxML,30,839.469735998199
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,17,intron,AGID,RAxML,30,255.609499998199
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,17,intron,log-det,RAxML,30,940.160304
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,17,intron,log-det,RAxML,30,456.278111
ASTRAL,100tax+3000gen,100,3000,500K,18,exon,NA,ASTRAL,NA,1223.265
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,18,exon,AGID,ASTRAL,30,560.754267084122
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,18,exon,AGID,ASTRAL,30,203.687267084122
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,18,exon,log-det,ASTRAL,30,424.539
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,18,exon,log-det,ASTRAL,30,184.789
SVDquartets,100tax+3000gen,100,3000,500K,18,exon,NA,SVDquartets,NA,1755
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,18,exon,AGID,SVDquartets,30,87.247267084122
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,18,exon,AGID,SVDquartets,30,32.277267084122
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,18,exon,log-det,SVDquartets,30,110.42999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,18,exon,log-det,SVDquartets,30,58.65
RAxML,100tax+3000gen,100,3000,500K,18,exon,NA,RAxML,NA,3582.767729
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,18,exon,AGID,RAxML,30,725.6292050841221
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,18,exon,AGID,RAxML,30,270.857248084122
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,18,exon,log-det,RAxML,30,708.678569
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,18,exon,log-det,RAxML,30,300.659196
ASTRAL,100tax+3000gen,100,3000,500K,18,intron,NA,ASTRAL,NA,1098.263
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,18,intron,AGID,ASTRAL,30,468.28694893074
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,18,intron,AGID,ASTRAL,30,174.00494893074
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,18,intron,log-det,ASTRAL,30,384.04100000000005
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,18,intron,log-det,ASTRAL,30,184.967
SVDquartets,100tax+3000gen,100,3000,500K,18,intron,NA,SVDquartets,NA,3447
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,18,intron,AGID,SVDquartets,30,92.09494893074
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,18,intron,AGID,SVDquartets,30,36.76494893074
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,18,intron,log-det,SVDquartets,30,136.51
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,18,intron,log-det,SVDquartets,30,81.42
RAxML,100tax+3000gen,100,3000,500K,18,intron,NA,RAxML,NA,7616.285530
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,18,intron,AGID,RAxML,30,1354.22468993074
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,18,intron,AGID,RAxML,30,571.47750593074
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,18,intron,log-det,RAxML,30,1354.534827
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,18,intron,log-det,RAxML,30,603.80721
ASTRAL,100tax+3000gen,100,3000,500K,19,exon,NA,ASTRAL,NA,1070.474
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,19,exon,AGID,ASTRAL,30,452.02315306854206
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,19,exon,AGID,ASTRAL,30,144.786153068542
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,19,exon,log-det,ASTRAL,30,317.757
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,19,exon,log-det,ASTRAL,30,120.814
SVDquartets,100tax+3000gen,100,3000,500K,19,exon,NA,SVDquartets,NA,1762
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,19,exon,AGID,SVDquartets,30,75.16115306854199
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,19,exon,AGID,SVDquartets,30,30.361153068542002
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,19,exon,log-det,SVDquartets,30,103.47999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,19,exon,log-det,SVDquartets,30,56.269999999999996
RAxML,100tax+3000gen,100,3000,500K,19,exon,NA,RAxML,NA,3943.395831
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,19,exon,AGID,RAxML,30,531.4391930685421
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,19,exon,AGID,RAxML,30,252.123054068542
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,19,exon,log-det,RAxML,30,539.770456
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,19,exon,log-det,RAxML,30,228.452066
ASTRAL,100tax+3000gen,100,3000,500K,19,intron,NA,ASTRAL,NA,855.372
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,19,intron,AGID,ASTRAL,30,358.957701068878
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,19,intron,AGID,ASTRAL,30,116.255701068878
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,19,intron,log-det,ASTRAL,30,274.905
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,19,intron,log-det,ASTRAL,30,122.031
SVDquartets,100tax+3000gen,100,3000,500K,19,intron,NA,SVDquartets,NA,3227
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,19,intron,AGID,SVDquartets,30,78.686701068878
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,19,intron,AGID,SVDquartets,30,30.136701068878
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,19,intron,log-det,SVDquartets,30,121.28
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,19,intron,log-det,SVDquartets,30,72.38
RAxML,100tax+3000gen,100,3000,500K,19,intron,NA,RAxML,NA,8514.163766
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,19,intron,AGID,RAxML,30,588.3603710688778
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,19,intron,AGID,RAxML,30,297.602406068878
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,19,intron,log-det,RAxML,30,625.330228
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,19,intron,log-det,RAxML,30,341.710205
ASTRAL,100tax+3000gen,100,3000,500K,20,exon,NA,ASTRAL,NA,1096.407
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,20,exon,AGID,ASTRAL,30,430.14510901260394
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,20,exon,AGID,ASTRAL,30,178.649109012604
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,20,exon,log-det,ASTRAL,30,399.94100000000003
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,20,exon,log-det,ASTRAL,30,157.232
SVDquartets,100tax+3000gen,100,3000,500K,20,exon,NA,SVDquartets,NA,1484
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,20,exon,AGID,SVDquartets,30,70.37710901260401
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,20,exon,AGID,SVDquartets,30,27.467109012604002
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,20,exon,log-det,SVDquartets,30,104.5
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,20,exon,log-det,SVDquartets,30,52.57
RAxML,100tax+3000gen,100,3000,500K,20,exon,NA,RAxML,NA,4033.933519
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,20,exon,AGID,RAxML,30,333.32434901260405
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,20,exon,AGID,RAxML,30,152.109692012604
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,20,exon,log-det,RAxML,30,491.05896700000005
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,20,exon,log-det,RAxML,30,193.858381
ASTRAL,100tax+3000gen,100,3000,500K,20,intron,NA,ASTRAL,NA,829.518
"NJMerge(ASTRAL,AGID)-Serial",100tax+3000gen,100,3000,500K,20,intron,AGID,ASTRAL,30,355.150133062363
"NJMerge(ASTRAL,AGID)-Parallel",100tax+3000gen,100,3000,500K,20,intron,AGID,ASTRAL,30,144.841133062363
"NJMerge(ASTRAL,log-det)-Serial",100tax+3000gen,100,3000,500K,20,intron,log-det,ASTRAL,30,274.619
"NJMerge(ASTRAL,log-det)-Parallel",100tax+3000gen,100,3000,500K,20,intron,log-det,ASTRAL,30,149.60899999999998
SVDquartets,100tax+3000gen,100,3000,500K,20,intron,NA,SVDquartets,NA,2664
"NJMerge(SVDquartets,AGID)-Serial",100tax+3000gen,100,3000,500K,20,intron,AGID,SVDquartets,30,72.074133062363
"NJMerge(SVDquartets,AGID)-Parallel",100tax+3000gen,100,3000,500K,20,intron,AGID,SVDquartets,30,29.404133062363
"NJMerge(SVDquartets,log-det)-Serial",100tax+3000gen,100,3000,500K,20,intron,log-det,SVDquartets,30,110.03999999999999
"NJMerge(SVDquartets,log-det)-Parallel",100tax+3000gen,100,3000,500K,20,intron,log-det,SVDquartets,30,67.61
RAxML,100tax+3000gen,100,3000,500K,20,intron,NA,RAxML,NA,5588.011660
"NJMerge(RAxML,AGID)-Serial",100tax+3000gen,100,3000,500K,20,intron,AGID,RAxML,30,374.72075206236303
"NJMerge(RAxML,AGID)-Parallel",100tax+3000gen,100,3000,500K,20,intron,AGID,RAxML,30,173.30196506236302
"NJMerge(RAxML,log-det)-Serial",100tax+3000gen,100,3000,500K,20,intron,log-det,RAxML,30,407.492991
"NJMerge(RAxML,log-det)-Parallel",100tax+3000gen,100,3000,500K,20,intron,log-det,RAxML,30,212.0145
ASTRAL,1000tax+3000gen,1000,3000,10M,01,exon,NA,ASTRAL,NA,23168.147
"NJMerge(ASTRAL,AGID)-Serial",1000tax+3000gen,1000,3000,10M,01,exon,AGID,ASTRAL,120,4553.5943849087
"NJMerge(ASTRAL,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,01,exon,AGID,ASTRAL,120,2358.1253849087
"NJMerge(ASTRAL,log-det)-Serial",1000tax+3000gen,1000,3000,10M,01,exon,log-det,ASTRAL,120,5544.0599999999995
"NJMerge(ASTRAL,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,01,exon,log-det,ASTRAL,120,3915.35
SVDquartets,1000tax+3000gen,1000,3000,10M,01,exon,NA,SVDquartets,NA,NA
"NJMerge(SVDquartets,AGID)-Serial",1000tax+3000gen,1000,3000,10M,01,exon,AGID,SVDquartets,120,17169.344384908698
"NJMerge(SVDquartets,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,01,exon,AGID,SVDquartets,120,5386.3443849087
"NJMerge(SVDquartets,log-det)-Serial",1000tax+3000gen,1000,3000,10M,01,exon,log-det,SVDquartets,120,16146.0
"NJMerge(SVDquartets,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,01,exon,log-det,SVDquartets,120,5918.0
RAxML,1000tax+3000gen,1000,3000,10M,01,exon,NA,RAxML,NA,168960
"NJMerge(RAxML,AGID)-Serial",1000tax+3000gen,1000,3000,10M,01,exon,AGID,RAxML,120,44227.1608799087
"NJMerge(RAxML,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,01,exon,AGID,RAxML,120,8407.7025539087
"NJMerge(RAxML,log-det)-Serial",1000tax+3000gen,1000,3000,10M,01,exon,log-det,RAxML,120,45192.497752999996
"NJMerge(RAxML,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,01,exon,log-det,RAxML,120,9764.559209
ASTRAL,1000tax+3000gen,1000,3000,10M,01,intron,NA,ASTRAL,NA,7722.951
"NJMerge(ASTRAL,AGID)-Serial",1000tax+3000gen,1000,3000,10M,01,intron,AGID,ASTRAL,120,3138.8472880497
"NJMerge(ASTRAL,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,01,intron,AGID,ASTRAL,120,2106.5662880497002
"NJMerge(ASTRAL,log-det)-Serial",1000tax+3000gen,1000,3000,10M,01,intron,log-det,ASTRAL,120,4904.2119999999995
"NJMerge(ASTRAL,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,01,intron,log-det,ASTRAL,120,4334.455
SVDquartets,1000tax+3000gen,1000,3000,10M,01,intron,NA,SVDquartets,NA,NA
"NJMerge(SVDquartets,AGID)-Serial",1000tax+3000gen,1000,3000,10M,01,intron,AGID,SVDquartets,120,28724.1082880497
"NJMerge(SVDquartets,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,01,intron,AGID,SVDquartets,120,8611.1082880497
"NJMerge(SVDquartets,log-det)-Serial",1000tax+3000gen,1000,3000,10M,01,intron,log-det,SVDquartets,120,26961.0
"NJMerge(SVDquartets,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,01,intron,log-det,SVDquartets,120,8127.0
RAxML,1000tax+3000gen,1000,3000,10M,01,intron,NA,RAxML,NA,NA
"NJMerge(RAxML,AGID)-Serial",1000tax+3000gen,1000,3000,10M,01,intron,AGID,RAxML,120,82636.4886050497
"NJMerge(RAxML,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,01,intron,AGID,RAxML,120,14642.514326049699
"NJMerge(RAxML,log-det)-Serial",1000tax+3000gen,1000,3000,10M,01,intron,log-det,RAxML,120,81699.69614700001
"NJMerge(RAxML,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,01,intron,log-det,RAxML,120,14956.161072
ASTRAL,1000tax+3000gen,1000,3000,10M,02,exon,NA,ASTRAL,NA,21708.028
"NJMerge(ASTRAL,AGID)-Serial",1000tax+3000gen,1000,3000,10M,02,exon,AGID,ASTRAL,120,4390.0286911677995
"NJMerge(ASTRAL,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,02,exon,AGID,ASTRAL,120,2256.8166911678
"NJMerge(ASTRAL,log-det)-Serial",1000tax+3000gen,1000,3000,10M,02,exon,log-det,ASTRAL,120,5188.610000000001
"NJMerge(ASTRAL,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,02,exon,log-det,ASTRAL,120,3665.4030000000002
SVDquartets,1000tax+3000gen,1000,3000,10M,02,exon,NA,SVDquartets,NA,NA
"NJMerge(SVDquartets,AGID)-Serial",1000tax+3000gen,1000,3000,10M,02,exon,AGID,SVDquartets,120,19810.6586911678
"NJMerge(SVDquartets,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,02,exon,AGID,SVDquartets,120,5600.6586911678005
"NJMerge(SVDquartets,log-det)-Serial",1000tax+3000gen,1000,3000,10M,02,exon,log-det,SVDquartets,120,21565.0
"NJMerge(SVDquartets,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,02,exon,log-det,SVDquartets,120,7037.0
RAxML,1000tax+3000gen,1000,3000,10M,02,exon,NA,RAxML,NA,NA
"NJMerge(RAxML,AGID)-Serial",1000tax+3000gen,1000,3000,10M,02,exon,AGID,RAxML,120,59496.5095481678
"NJMerge(RAxML,AGID)-Parallel",1000tax+3000gen,1000,3000,10M,02,exon,AGID,RAxML,120,9905.3956651678
"NJMerge(RAxML,log-det)-Serial",1000tax+3000gen,1000,3000,10M,02,exon,log-det,RAxML,120,60676.51719800001
"NJMerge(RAxML,log-det)-Parallel",1000tax+3000gen,1000,3000,10M,02,exon,log-det,RAxML,120,10510.947414
