MODL,NTAX,NGEN,TRLN,REPL,DATA,MTHD,SMAX,DMAT,STRE,SENL,SEI1,SEI2,SEFP,SEFN,SERF
"100tax+75gen",100,75,500K,18,exon,"RAxML",NA,NA,RAxML,101,98,98,48,48,0.489796
"100tax+75gen",100,75,500K,18,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,45,45,0.459184
"100tax+75gen",100,75,500K,18,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,44,44,0.448980
"100tax+75gen",100,75,500K,18,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,12,12,0.122449
"100tax+75gen",100,75,500K,18,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,17,17,0.173469
"100tax+75gen",100,75,500K,18,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,30,30,0.306122
"100tax+75gen",100,75,500K,18,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,26,26,0.265306
"100tax+75gen",100,75,500K,18,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,21,21,0.214286
"100tax+75gen",100,75,500K,18,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,20,20,0.204082
"100tax+75gen",100,75,500K,18,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,23,23,0.234694
"100tax+75gen",100,75,500K,18,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,41,41,0.418367
"100tax+75gen",100,75,500K,18,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,36,36,0.367347
"100tax+75gen",100,75,500K,18,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,37,37,0.377551
"100tax+75gen",100,75,500K,18,intron,"RAxML",NA,NA,RAxML,101,98,98,36,36,0.367347
"100tax+75gen",100,75,500K,18,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,35,35,0.357143
"100tax+75gen",100,75,500K,18,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,36,36,0.367347
"100tax+75gen",100,75,500K,18,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,8,8,0.081633
"100tax+75gen",100,75,500K,18,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,8,8,0.081633
"100tax+75gen",100,75,500K,19,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,28,28,0.285714
"100tax+75gen",100,75,500K,19,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,33,33,0.336735
"100tax+75gen",100,75,500K,19,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,28,28,0.285714
"100tax+75gen",100,75,500K,19,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,29,29,0.295918
"100tax+75gen",100,75,500K,19,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,34,34,0.346939
"100tax+75gen",100,75,500K,19,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,47,47,0.479592
"100tax+75gen",100,75,500K,19,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,41,41,0.418367
"100tax+75gen",100,75,500K,19,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,36,36,0.367347
"100tax+75gen",100,75,500K,19,exon,"RAxML",NA,NA,RAxML,101,98,98,38,38,0.387755
"100tax+75gen",100,75,500K,19,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,38,38,0.387755
"100tax+75gen",100,75,500K,19,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,40,40,0.408163
"100tax+75gen",100,75,500K,19,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,10,10,0.102041
"100tax+75gen",100,75,500K,19,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,22,22,0.224490
"100tax+75gen",100,75,500K,19,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,23,23,0.234694
"100tax+75gen",100,75,500K,19,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,34,34,0.346939
"100tax+75gen",100,75,500K,19,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,17,17,0.173469
"100tax+75gen",100,75,500K,19,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,18,18,0.183673
"100tax+75gen",100,75,500K,19,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,25,25,0.255102
"100tax+75gen",100,75,500K,19,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,53,53,0.540816
"100tax+75gen",100,75,500K,19,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,41,41,0.418367
"100tax+75gen",100,75,500K,19,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,39,39,0.397959
"100tax+75gen",100,75,500K,19,intron,"RAxML",NA,NA,RAxML,101,98,98,40,40,0.408163
"100tax+75gen",100,75,500K,19,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,32,32,0.326531
"100tax+75gen",100,75,500K,19,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,39,39,0.397959
"100tax+75gen",100,75,500K,19,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,4,4,0.040816
"100tax+75gen",100,75,500K,19,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,16,16,0.163265
"100tax+75gen",100,75,500K,20,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,30,30,0.306122
"100tax+75gen",100,75,500K,20,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,41,41,0.418367
"100tax+75gen",100,75,500K,20,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,29,29,0.295918
"100tax+75gen",100,75,500K,20,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,27,27,0.275510
"100tax+75gen",100,75,500K,20,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,37,37,0.377551
"100tax+75gen",100,75,500K,20,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,53,53,0.540816
"100tax+75gen",100,75,500K,20,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,42,42,0.428571
"100tax+75gen",100,75,500K,20,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,42,42,0.428571
"100tax+75gen",100,75,500K,20,exon,"RAxML",NA,NA,RAxML,101,98,98,46,46,0.469388
"100tax+75gen",100,75,500K,20,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,40,40,0.408163
"100tax+75gen",100,75,500K,20,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,40,40,0.408163
"100tax+75gen",100,75,500K,20,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,8,8,0.081633
"100tax+75gen",100,75,500K,20,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,19,19,0.193878
"100tax+75gen",100,75,500K,20,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,25,25,0.255102
"100tax+75gen",100,75,500K,20,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,40,40,0.408163
"100tax+75gen",100,75,500K,20,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,24,24,0.244898
"100tax+75gen",100,75,500K,20,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,26,26,0.265306
"100tax+75gen",100,75,500K,20,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,36,36,0.367347
"100tax+75gen",100,75,500K,20,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,49,49,0.500000
"100tax+75gen",100,75,500K,20,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,42,42,0.428571
"100tax+75gen",100,75,500K,20,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,45,45,0.459184
"100tax+75gen",100,75,500K,20,intron,"RAxML",NA,NA,RAxML,101,98,98,47,47,0.479592
"100tax+75gen",100,75,500K,20,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,40,40,0.408163
"100tax+75gen",100,75,500K,20,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,44,44,0.448980
"100tax+75gen",100,75,500K,20,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,10,10,0.102041
"100tax+75gen",100,75,500K,20,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,21,21,0.214286
"100tax+300gen",100,300,10M,01,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,01,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,9,9,0.091837
"100tax+300gen",100,300,10M,01,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,01,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,01,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,01,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,9,9,0.091837
"100tax+300gen",100,300,10M,01,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,01,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,9,9,0.091837
"100tax+300gen",100,300,10M,01,exon,"RAxML",NA,NA,RAxML,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,01,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,01,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,01,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,01,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,01,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,01,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,01,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,01,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,01,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,01,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,01,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,01,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,01,intron,"RAxML",NA,NA,RAxML,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,01,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,01,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,01,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,01,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,02,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,02,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,14,14,0.142857
"100tax+300gen",100,300,10M,02,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,02,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,02,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,02,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,02,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,9,9,0.091837
"100tax+300gen",100,300,10M,02,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,11,11,0.112245
"100tax+300gen",100,300,10M,02,exon,"RAxML",NA,NA,RAxML,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,02,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,02,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,02,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,02,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,02,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,02,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,11,11,0.112245
"100tax+300gen",100,300,10M,02,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,02,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,02,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,02,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,02,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,02,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,02,intron,"RAxML",NA,NA,RAxML,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,02,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,02,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,02,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,02,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,03,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,03,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,11,11,0.112245
"100tax+300gen",100,300,10M,03,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,03,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,03,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,03,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,9,9,0.091837
"100tax+300gen",100,300,10M,03,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,03,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,9,9,0.091837
"100tax+300gen",100,300,10M,03,exon,"RAxML",NA,NA,RAxML,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,03,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,03,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,03,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,03,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,03,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,03,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,03,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,03,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,03,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,03,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,03,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,03,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,03,intron,"RAxML",NA,NA,RAxML,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,03,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,03,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,03,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,03,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,04,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,12,12,0.122449
"100tax+300gen",100,300,10M,04,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,17,17,0.173469
"100tax+300gen",100,300,10M,04,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,04,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,04,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,9,9,0.091837
"100tax+300gen",100,300,10M,04,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,14,14,0.142857
"100tax+300gen",100,300,10M,04,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,10,10,0.102041
"100tax+300gen",100,300,10M,04,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,14,14,0.142857
"100tax+300gen",100,300,10M,04,exon,"RAxML",NA,NA,RAxML,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,04,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,04,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,04,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,04,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,04,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,04,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,13,13,0.132653
"100tax+300gen",100,300,10M,04,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,04,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,04,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,04,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,11,11,0.112245
"100tax+300gen",100,300,10M,04,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,04,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,04,intron,"RAxML",NA,NA,RAxML,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,04,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,04,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,04,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,04,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,4,4,0.040816
"100tax+300gen",100,300,10M,05,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,27,27,0.275510
"100tax+300gen",100,300,10M,05,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,34,34,0.346939
"100tax+300gen",100,300,10M,05,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,18,18,0.183673
"100tax+300gen",100,300,10M,05,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,21,21,0.214286
"100tax+300gen",100,300,10M,05,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,21,21,0.214286
"100tax+300gen",100,300,10M,05,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,23,23,0.234694
"100tax+300gen",100,300,10M,05,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,23,23,0.234694
"100tax+300gen",100,300,10M,05,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,23,23,0.234694
"100tax+300gen",100,300,10M,05,exon,"RAxML",NA,NA,RAxML,101,98,98,7,7,0.071429
"100tax+300gen",100,300,10M,05,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,16,16,0.163265
"100tax+300gen",100,300,10M,05,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,17,17,0.173469
"100tax+300gen",100,300,10M,05,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,15,15,0.153061
"100tax+300gen",100,300,10M,05,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,15,15,0.153061
"100tax+300gen",100,300,10M,05,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,16,16,0.163265
"100tax+300gen",100,300,10M,05,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,28,28,0.285714
"100tax+300gen",100,300,10M,05,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,11,11,0.112245
"100tax+300gen",100,300,10M,05,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,12,12,0.122449
"100tax+300gen",100,300,10M,05,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,20,20,0.204082
"100tax+300gen",100,300,10M,05,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,16,16,0.163265
"100tax+300gen",100,300,10M,05,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,17,17,0.173469
"100tax+300gen",100,300,10M,05,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,23,23,0.234694
"100tax+300gen",100,300,10M,05,intron,"RAxML",NA,NA,RAxML,101,98,98,6,6,0.061224
"100tax+300gen",100,300,10M,05,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,8,8,0.081633
"100tax+300gen",100,300,10M,05,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,17,17,0.173469
"100tax+300gen",100,300,10M,05,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,12,12,0.122449
"100tax+300gen",100,300,10M,05,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,16,16,0.163265
"100tax+300gen",100,300,10M,06,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,06,exon,"NJ(log-det)",NA,log-det,NJ,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,06,exon,"ASTRAL",NA,NA,ASTRAL,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,exon,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,exon,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,exon,"SVDquartets",NA,NA,SVDquartets,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,06,exon,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,06,exon,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,3,3,0.030612
"100tax+300gen",100,300,10M,06,exon,"RAxML",NA,NA,RAxML,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,06,exon,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,exon,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,exon,"NJMerge(True,AGID)",30,AGID,True,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,exon,"NJMerge(True,log-det)",30,log-det,True,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,intron,"NJ(AGID)",NA,AGID,NJ,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,06,intron,"NJ(log-det)",NA,log-det,NJ,101,98,98,5,5,0.051020
"100tax+300gen",100,300,10M,06,intron,"ASTRAL",NA,NA,ASTRAL,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,06,intron,"NJMerge(ASTRAL,AGID)",30,AGID,ASTRAL,101,98,98,1,1,0.010204
"100tax+300gen",100,300,10M,06,intron,"NJMerge(ASTRAL,log-det)",30,log-det,ASTRAL,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,intron,"SVDquartets",NA,NA,SVDquartets,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,06,intron,"NJMerge(SVDquartets,AGID)",30,AGID,SVDquartets,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,06,intron,"NJMerge(SVDquartets,log-det)",30,log-det,SVDquartets,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,06,intron,"RAxML",NA,NA,RAxML,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,intron,"NJMerge(RAxML,AGID)",30,AGID,RAxML,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,intron,"NJMerge(RAxML,log-det)",30,log-det,RAxML,101,98,98,2,2,0.020408
"100tax+300gen",100,300,10M,06,intron,"NJMerge(True,AGID)",30,AGID,True,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,06,intron,"NJMerge(True,log-det)",30,log-det,True,101,98,98,0,0,0.000000
"100tax+300gen",100,300,10M,07,exon,"NJ(AGID)",NA,AGID,NJ,101,98,98,14,14,0.142857
