Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

alignment05	Tree05	100	1	1	3.45444	0.201115	0.399999	(((((((SBA:0.0020018,SIH:0.0013308):0.0067889,(SII:0.0030275,SE:0.0082974):0.001174):0.0069506,(SB:0.0111551,SGE:0.0099752):0.0132825):0.0060349,(SDH:0.0121334,SHC:0.0107737):0.00855):0.0284975,(SBAA:0.0896442,SBD:0.0615845):0.0119851):0.0196992,((((SCJ:0.0024953,SID:0.0020138):0.0093066,SGI:0.0110004):0.0560348,(((SGA:0.0018958,SHF:0.004008):0.0335474,SEA:0.032126):0.0102507,(SJE:0.0029722,SEB:0.0075717):0.0511154):0.047521):0.0349221,((SFB:0.0079909,SBE:0.0187853):0.0262538,SBG:0.0203416):0.0552189):0.0022595):0.055495,(((((SD:0.0294125,SBI:0.0457816):0.0058286,SFF:0.0464395):0.0394207,(((((SHE:0.0122077,SEG:0.0164729):0.0177413,((SJ:0.0039066,SIG:0.0068628):0.0283466,SDI:0.019924):0.027457):0.0060718,(SGF:0.0465365,(SBJ:0.0277302,SCG:0.0206672):0.0134125):0.0097749):0.0415251,(((((SF:0.00707,SCC:0.0075924):0.0246818,((SBF:0.009638,SDF:0.0119683):0.0002543,(SJF:0.0063072,SCH:0.0134459):0.0012707):0.0294203):0.0128426,SDD:0.0273447):0.0040427,((SHI:0.0016857,SEC:0.0017155):0.0240409,SFD:0.0330608):0.0190786):0.0113084,(((SED:0.0057506,(SJJ:0.0119696,SGD:0.005542):0.0015564):0.0464614,(SFC:0.0074594,SFI:0.0046438):0.0308656):0.0052294,(SJC:0.0621559,(SFH:0.0092632,SC:0.0261825):0.0173839):0.0202818):0.0125953):0.0183348):0.0096306,(SCI:0.0155068,(SDG:0.0099635,SJH:0.0095021):0.000357):0.0982179):0.0151494):0.0050872,(SIF:0.0125176,SCF:0.0162164):0.164141):0.0035232,(((((SGB:0.0007815,SFG:0.0004761):0.0053462,(SBB:0.0012783,SFJ:0.0018787):0.0083095):0.0048891,(SCD:0.0002424,SBC:0.0001856):0.0196458):0.058639,((((SCE:0.019753,SHG:0.0217944):0.0317953,SHB:0.0684489):0.003473,(((SDB:0.0049187,(SIB:0.0009639,SHJ:0.0012498):0.0062065):0.011668,SCB:0.0167721):0.0096933,((SEI:0.0038329,SFA:0.0024781):0.0164494,(SBH:0.0157152,(SDC:0.0054858,SGG:0.0080433):0.0088425):0.0138266):0.0006852):0.027397):0.0065905,(SIJ:0.0822918,((SHA:0.0265657,SDA:0.0378577):0.0149082,((SG:0.0002208,SFE:0.0002409):0.0190262,((((SGJ:0.001209,SHD:0.0007417):0.0060717,SGH:0.0203811):0.0015352,SJA:0.0111861):0.0201821,SIE:0.0410207):0.0049927):0.0128509):0.0029046):0.0167997):0.0708477):0.0026794,(((((SIC:0.0043197,SEH:0.0046594):0.0079394,(SCA:0.001562,SJG:0.0024703):0.0236662):0.0365244,((SJB:0.0015439,SEF:0.0005589):0.0303433,((SH:0.0176356,SJI:0.0155752):0.0027848,SEJ:0.0078467):0.0071936):0.0108799):0.0161054,((SDE:0.0155898,(SEE:0.0005702,SGC:0.000725):0.0112355):0.067358,((SHH:0.0053641,SJD:0.0028142):0.0175541,(SDJ:0.0093937,SIA:0.0147902):0.0011709):0.0208172):0.0033828):0.043562,SI:0.0495785):0.0117559):0.0038771):0.0172339);

alignment10	Tree10	100	1	1	3261.86	211.377	399.999	(((SGE:81.2577,((SJI:28.785,SII:47.7216):1.916,SG:31.9513):11.1674):72.7042,(((((SB:68.0785,SEA:33.0742):18.9619,((SHH:23.3254,SHJ:18.1871):54.384,(SH:17.8732,SBG:7.95):18.0653):8.0905):35.0503,(((((((((SIB:2.7215,SJJ:2.8493):5.3426,(SGB:15.3212,SHE:13.1687):3.323):3.0813,SBC:24.3148):0.4878,SCH:13.9255):27.4084,((SBB:1.0495,SIJ:0.9737):15.6989,SJB:22.6783):41.7701):0.1094,((SDG:19.3457,SDB:17.3189):22.8792,SIA:37.161):13.8545):6.3866,((SDJ:40.0897,((SDA:24.5606,SEE:8.7374):2.424,SFE:31.1428):9.9525):19.9925,((SEI:9.723,SHG:7.234):9.095,(SEH:4.9461,SCD:2.8409):10.7585):24.5114):1.3355):17.3169,(SDH:29.8758,((((SDD:3.817,SEG:2.7751):18.0492,SED:14.2925):1.5043,SGH:13.4716):0.3639,(SIG:18.9021,((SEC:0.0818,SBI:0.0632):3.5537,SHA:5.1768):4.6027):9.7926):3.4438):94.9158):28.4931,(SCJ:6.3949,SFF:7.0285):51.7436):5.0603):4.9912,(((SHD:5.0435,(SEB:2.1063,SHB:2.759):3.2769):35.8841,((SHF:41.0187,SJD:23.4364):3.3791,((SBA:2.738,SGA:3.7808):20.0638,SJH:21.3081):7.2863):25.111):10.8288,((SFH:23.1646,(SFC:16.0506,SID:5.1591):12.7482):17.8926,(SGG:34.715,SD:24.0194):17.3288):11.1706):61.6725):26.8486,((((SCG:4.2125,SCA:5.8354):35.6213,(SDI:25.7926,SJ:39.1635):3.6919):33.0256,SFI:38.9211):9.7694,(((SDF:0.1558,SFG:0.492):23.2794,(SGD:10.8143,SBH:11.996):7.7144):2.5707,SFD:43.3668):77.5833):85.5665):3.1682):1.6925,((((SCB:38.8137,(SJA:14.4163,SJE:13.4557):13.2884):15.7155,(SBJ:5.7548,SBD:7.5932):21.5726):10.9085,SGF:30.4422):26.9515,(((SIC:37.35,(((((SIE:5.7913,SBF:5.917):30.2757,(SF:6.5643,SFA:4.7424):7.1882):5.5225,SEF:17.4475):1.2008,SE:15.3249):8.1604,(((SFB:1.8294,SDE:2.0438):9.9353,(SJF:8.3808,(SCF:6.1864,SHI:8.8361):0.1643):1.0698):11.2958,SBAA:57.7084):1.4709):4.8124):10.2921,(SBE:37.2481,SEJ:17.3613):23.9947):15.247,(((SGI:1.903,(SDC:2.3361,SIF:1.7748):0.4389):35.7196,(((SJC:6.7739,(((SC:3.6599,SGC:0.9269):1.0264,SJG:3.9002):1.1624,SFJ:10.7723):8.9862):7.6004,(SCE:8.3949,((SHC:2.7134,SIH:3.5625):3.3,SCC:4.8504):3.2976):11.49):2.1353,SCI:28.5064):7.5333):13.9407,(SGJ:14.2263,SI:21.2391):8.5069):13.8273):23.2266):75.8643);

alignment11	Tree11	100	1	1	326.186	21.1377	39.9999	(((SGE:8.12577,((SJI:2.8785,SII:4.77216):0.1916,SG:3.19513):1.11674):7.27042,(((((SB:6.80785,SEA:3.30742):1.89619,((SHH:2.33254,SHJ:1.81871):5.4384,(SH:1.78732,SBG:0.795):1.80653):0.80905):3.50503,(((((((((SIB:0.27215,SJJ:0.28493):0.53426,(SGB:1.53212,SHE:1.31687):0.3323):0.30813,SBC:2.43148):0.04878,SCH:1.39255):2.74084,((SBB:0.10495,SIJ:0.09737):1.56989,SJB:2.26783):4.17701):0.01094,((SDG:1.93457,SDB:1.73189):2.28792,SIA:3.7161):1.38545):0.63866,((SDJ:4.00897,((SDA:2.45606,SEE:0.87374):0.2424,SFE:3.11428):0.99525):1.99925,((SEI:0.9723,SHG:0.7234):0.9095,(SEH:0.49461,SCD:0.28409):1.07585):2.45114):0.13355):1.73169,(SDH:2.98758,((((SDD:0.3817,SEG:0.27751):1.80492,SED:1.42925):0.15043,SGH:1.34716):0.03639,(SIG:1.89021,((SEC:0.00818,SBI:0.00632):0.35537,SHA:0.51768):0.46027):0.97926):0.34438):9.49158):2.84931,(SCJ:0.63949,SFF:0.70285):5.17436):0.50603):0.49912,(((SHD:0.50435,(SEB:0.21063,SHB:0.2759):0.32769):3.58841,((SHF:4.10187,SJD:2.34364):0.33791,((SBA:0.2738,SGA:0.37808):2.00638,SJH:2.13081):0.72863):2.5111):1.08288,((SFH:2.31646,(SFC:1.60506,SID:0.51591):1.27482):1.78926,(SGG:3.4715,SD:2.40194):1.73288):1.11706):6.16725):2.68486,((((SCG:0.42125,SCA:0.58354):3.56213,(SDI:2.57926,SJ:3.91635):0.36919):3.30256,SFI:3.89211):0.97694,(((SDF:0.01558,SFG:0.0492):2.32794,(SGD:1.08143,SBH:1.1996):0.77144):0.25707,SFD:4.33668):7.75833):8.55665):0.31682):0.16925,((((SCB:3.88137,(SJA:1.44163,SJE:1.34557):1.32884):1.57155,(SBJ:0.57548,SBD:0.75932):2.15726):1.09085,SGF:3.04422):2.69515,(((SIC:3.735,(((((SIE:0.57913,SBF:0.5917):3.02757,(SF:0.65643,SFA:0.47424):0.71882):0.55225,SEF:1.74475):0.12008,SE:1.53249):0.81604,(((SFB:0.18294,SDE:0.20438):0.99353,(SJF:0.83808,(SCF:0.61864,SHI:0.88361):0.01643):0.10698):1.12958,SBAA:5.77084):0.14709):0.48124):1.02921,(SBE:3.72481,SEJ:1.73613):2.39947):1.5247,(((SGI:0.1903,(SDC:0.23361,SIF:0.17748):0.04389):3.57196,(((SJC:0.67739,(((SC:0.36599,SGC:0.09269):0.10264,SJG:0.39002):0.11624,SFJ:1.07723):0.89862):0.76004,(SCE:0.83949,((SHC:0.27134,SIH:0.35625):0.33,SCC:0.48504):0.32976):1.149):0.21353,SCI:2.85064):0.75333):1.39407,(SGJ:1.42263,SI:2.12391):0.85069):1.38273):2.32266):7.58643);

alignment12	Tree12	100	1	1	163.093	10.5689	20	(((SGE:4.06289,((SJI:1.43925,SII:2.38608):0.0958,SG:1.59757):0.55837):3.63521,(((((SB:3.40393,SEA:1.65371):0.948095,((SHH:1.16627,SHJ:0.909355):2.7192,(SH:0.89366,SBG:0.3975):0.903265):0.404525):1.75252,(((((((((SIB:0.136075,SJJ:0.142465):0.26713,(SGB:0.76606,SHE:0.658435):0.16615):0.154065,SBC:1.21574):0.02439,SCH:0.696275):1.37042,((SBB:0.052475,SIJ:0.048685):0.784945,SJB:1.13392):2.08851):0.00547,((SDG:0.967285,SDB:0.865945):1.14396,SIA:1.85805):0.692725):0.31933,((SDJ:2.00449,((SDA:1.22803,SEE:0.43687):0.1212,SFE:1.55714):0.497625):0.999625,((SEI:0.48615,SHG:0.3617):0.45475,(SEH:0.247305,SCD:0.142045):0.537925):1.22557):0.066775):0.865845,(SDH:1.49379,((((SDD:0.19085,SEG:0.138755):0.90246,SED:0.714625):0.075215,SGH:0.67358):0.018195,(SIG:0.945105,((SEC:0.00409,SBI:0.00316):0.177685,SHA:0.25884):0.230135):0.48963):0.17219):4.74579):1.42466,(SCJ:0.319745,SFF:0.351425):2.58718):0.253015):0.24956,(((SHD:0.252175,(SEB:0.105315,SHB:0.13795):0.163845):1.79421,((SHF:2.05094,SJD:1.17182):0.168955,((SBA:0.1369,SGA:0.18904):1.00319,SJH:1.06541):0.364315):1.25555):0.54144,((SFH:1.15823,(SFC:0.80253,SID:0.257955):0.63741):0.89463,(SGG:1.73575,SD:1.20097):0.86644):0.55853):3.08363):1.34243,((((SCG:0.210625,SCA:0.29177):1.78107,(SDI:1.28963,SJ:1.95818):0.184595):1.65128,SFI:1.94606):0.48847,(((SDF:0.00779,SFG:0.0246):1.16397,(SGD:0.540715,SBH:0.5998):0.38572):0.128535,SFD:2.16834):3.87916):4.27833):0.15841):0.084625,((((SCB:1.94069,(SJA:0.720815,SJE:0.672785):0.66442):0.785775,(SBJ:0.28774,SBD:0.37966):1.07863):0.545425,SGF:1.52211):1.34758,(((SIC:1.8675,(((((SIE:0.289565,SBF:0.29585):1.51379,(SF:0.328215,SFA:0.23712):0.35941):0.276125,SEF:0.872375):0.06004,SE:0.766245):0.40802,(((SFB:0.09147,SDE:0.10219):0.496765,(SJF:0.41904,(SCF:0.30932,SHI:0.441805):0.008215):0.05349):0.56479,SBAA:2.88542):0.073545):0.24062):0.514605,(SBE:1.86241,SEJ:0.868065):1.19974):0.76235,(((SGI:0.09515,(SDC:0.116805,SIF:0.08874):0.021945):1.78598,(((SJC:0.338695,(((SC:0.182995,SGC:0.046345):0.05132,SJG:0.19501):0.05812,SFJ:0.538615):0.44931):0.38002,(SCE:0.419745,((SHC:0.13567,SIH:0.178125):0.165,SCC:0.24252):0.16488):0.5745):0.106765,SCI:1.42532):0.376665):0.697035,(SGJ:0.711315,SI:1.06196):0.425345):0.691365):1.16133):3.79322);

alignment13	Tree13	100	1	1	32.6186	2.11377	3.99999	(((SGE:0.812577,((SJI:0.28785,SII:0.477216):0.01916,SG:0.319513):0.111674):0.727042,(((((SB:0.680785,SEA:0.330742):0.189619,((SHH:0.233254,SHJ:0.181871):0.54384,(SH:0.178732,SBG:0.0795):0.180653):0.080905):0.350503,(((((((((SIB:0.027215,SJJ:0.028493):0.053426,(SGB:0.153212,SHE:0.131687):0.03323):0.030813,SBC:0.243148):0.004878,SCH:0.139255):0.274084,((SBB:0.010495,SIJ:0.009737):0.156989,SJB:0.226783):0.417701):0.001094,((SDG:0.193457,SDB:0.173189):0.228792,SIA:0.37161):0.138545):0.063866,((SDJ:0.400897,((SDA:0.245606,SEE:0.087374):0.02424,SFE:0.311428):0.099525):0.199925,((SEI:0.09723,SHG:0.07234):0.09095,(SEH:0.049461,SCD:0.028409):0.107585):0.245114):0.013355):0.173169,(SDH:0.298758,((((SDD:0.03817,SEG:0.027751):0.180492,SED:0.142925):0.015043,SGH:0.134716):0.003639,(SIG:0.189021,((SEC:0.000818,SBI:0.000632):0.035537,SHA:0.051768):0.046027):0.097926):0.034438):0.949158):0.284931,(SCJ:0.063949,SFF:0.070285):0.517436):0.050603):0.049912,(((SHD:0.050435,(SEB:0.021063,SHB:0.02759):0.032769):0.358841,((SHF:0.410187,SJD:0.234364):0.033791,((SBA:0.02738,SGA:0.037808):0.200638,SJH:0.213081):0.072863):0.25111):0.108288,((SFH:0.231646,(SFC:0.160506,SID:0.051591):0.127482):0.178926,(SGG:0.34715,SD:0.240194):0.173288):0.111706):0.616725):0.268486,((((SCG:0.042125,SCA:0.058354):0.356213,(SDI:0.257926,SJ:0.391635):0.036919):0.330256,SFI:0.389211):0.097694,(((SDF:0.001558,SFG:0.00492):0.232794,(SGD:0.108143,SBH:0.11996):0.077144):0.025707,SFD:0.433668):0.775833):0.855665):0.031682):0.016925,((((SCB:0.388137,(SJA:0.144163,SJE:0.134557):0.132884):0.157155,(SBJ:0.057548,SBD:0.075932):0.215726):0.109085,SGF:0.304422):0.269515,(((SIC:0.3735,(((((SIE:0.057913,SBF:0.05917):0.302757,(SF:0.065643,SFA:0.047424):0.071882):0.055225,SEF:0.174475):0.012008,SE:0.153249):0.081604,(((SFB:0.018294,SDE:0.020438):0.099353,(SJF:0.083808,(SCF:0.061864,SHI:0.088361):0.001643):0.010698):0.112958,SBAA:0.577084):0.014709):0.048124):0.102921,(SBE:0.372481,SEJ:0.173613):0.239947):0.15247,(((SGI:0.01903,(SDC:0.023361,SIF:0.017748):0.004389):0.357196,(((SJC:0.067739,(((SC:0.036599,SGC:0.009269):0.010264,SJG:0.039002):0.011624,SFJ:0.107723):0.089862):0.076004,(SCE:0.083949,((SHC:0.027134,SIH:0.035625):0.033,SCC:0.048504):0.032976):0.1149):0.021353,SCI:0.285064):0.075333):0.139407,(SGJ:0.142263,SI:0.212391):0.085069):0.138273):0.232266):0.758643);

alignment14	Tree14	100	1	1	16.3093	1.05689	2	(((SGE:0.406289,((SJI:0.143925,SII:0.238608):0.00958,SG:0.159757):0.055837):0.363521,(((((SB:0.340393,SEA:0.165371):0.0948095,((SHH:0.116627,SHJ:0.0909355):0.27192,(SH:0.089366,SBG:0.03975):0.0903265):0.0404525):0.175252,(((((((((SIB:0.0136075,SJJ:0.0142465):0.026713,(SGB:0.076606,SHE:0.0658435):0.016615):0.0154065,SBC:0.121574):0.002439,SCH:0.0696275):0.137042,((SBB:0.0052475,SIJ:0.0048685):0.0784945,SJB:0.113392):0.208851):0.000547,((SDG:0.0967285,SDB:0.0865945):0.114396,SIA:0.185805):0.0692725):0.031933,((SDJ:0.200449,((SDA:0.122803,SEE:0.043687):0.01212,SFE:0.155714):0.0497625):0.0999625,((SEI:0.048615,SHG:0.03617):0.045475,(SEH:0.0247305,SCD:0.0142045):0.0537925):0.122557):0.0066775):0.0865845,(SDH:0.149379,((((SDD:0.019085,SEG:0.0138755):0.090246,SED:0.0714625):0.0075215,SGH:0.067358):0.0018195,(SIG:0.0945105,((SEC:0.000409,SBI:0.000316):0.0177685,SHA:0.025884):0.0230135):0.048963):0.017219):0.474579):0.142466,(SCJ:0.0319745,SFF:0.0351425):0.258718):0.0253015):0.024956,(((SHD:0.0252175,(SEB:0.0105315,SHB:0.013795):0.0163845):0.179421,((SHF:0.205094,SJD:0.117182):0.0168955,((SBA:0.01369,SGA:0.018904):0.100319,SJH:0.106541):0.0364315):0.125555):0.054144,((SFH:0.115823,(SFC:0.080253,SID:0.0257955):0.063741):0.089463,(SGG:0.173575,SD:0.120097):0.086644):0.055853):0.308363):0.134243,((((SCG:0.0210625,SCA:0.029177):0.178107,(SDI:0.128963,SJ:0.195818):0.0184595):0.165128,SFI:0.194606):0.048847,(((SDF:0.000779,SFG:0.00246):0.116397,(SGD:0.0540715,SBH:0.05998):0.038572):0.0128535,SFD:0.216834):0.387917):0.427833):0.015841):0.0084625,((((SCB:0.194069,(SJA:0.0720815,SJE:0.0672785):0.066442):0.0785775,(SBJ:0.028774,SBD:0.037966):0.107863):0.0545425,SGF:0.152211):0.134758,(((SIC:0.18675,(((((SIE:0.0289565,SBF:0.029585):0.151379,(SF:0.0328215,SFA:0.023712):0.035941):0.0276125,SEF:0.0872375):0.006004,SE:0.0766245):0.040802,(((SFB:0.009147,SDE:0.010219):0.0496765,(SJF:0.041904,(SCF:0.030932,SHI:0.0441805):0.0008215):0.005349):0.056479,SBAA:0.288542):0.0073545):0.024062):0.0514605,(SBE:0.186241,SEJ:0.0868065):0.119974):0.076235,(((SGI:0.009515,(SDC:0.0116805,SIF:0.008874):0.0021945):0.178598,(((SJC:0.0338695,(((SC:0.0182995,SGC:0.0046345):0.005132,SJG:0.019501):0.005812,SFJ:0.0538615):0.044931):0.038002,(SCE:0.0419745,((SHC:0.013567,SIH:0.0178125):0.0165,SCC:0.024252):0.016488):0.05745):0.0106765,SCI:0.142532):0.0376665):0.0697035,(SGJ:0.0711315,SI:0.106196):0.0425345):0.0691365):0.116133):0.379322);

alignment15	Tree15	100	1	1	3.26186	0.211377	0.399999	(((SGE:0.0812577,((SJI:0.028785,SII:0.0477216):0.001916,SG:0.0319513):0.0111674):0.0727042,(((((SB:0.0680785,SEA:0.0330742):0.0189619,((SHH:0.0233254,SHJ:0.0181871):0.054384,(SH:0.0178732,SBG:0.00795):0.0180653):0.0080905):0.0350503,(((((((((SIB:0.0027215,SJJ:0.0028493):0.0053426,(SGB:0.0153212,SHE:0.0131687):0.003323):0.0030813,SBC:0.0243148):0.0004878,SCH:0.0139255):0.0274084,((SBB:0.0010495,SIJ:0.0009737):0.0156989,SJB:0.0226783):0.0417701):0.0001094,((SDG:0.0193457,SDB:0.0173189):0.0228792,SIA:0.037161):0.0138545):0.0063866,((SDJ:0.0400897,((SDA:0.0245606,SEE:0.0087374):0.002424,SFE:0.0311428):0.0099525):0.0199925,((SEI:0.009723,SHG:0.007234):0.009095,(SEH:0.0049461,SCD:0.0028409):0.0107585):0.0245114):0.0013355):0.0173169,(SDH:0.0298758,((((SDD:0.003817,SEG:0.0027751):0.0180492,SED:0.0142925):0.0015043,SGH:0.0134716):0.0003639,(SIG:0.0189021,((SEC:8.18e-05,SBI:6.32e-05):0.0035537,SHA:0.0051768):0.0046027):0.0097926):0.0034438):0.0949158):0.0284931,(SCJ:0.0063949,SFF:0.0070285):0.0517436):0.0050603):0.0049912,(((SHD:0.0050435,(SEB:0.0021063,SHB:0.002759):0.0032769):0.0358841,((SHF:0.0410187,SJD:0.0234364):0.0033791,((SBA:0.002738,SGA:0.0037808):0.0200638,SJH:0.0213081):0.0072863):0.025111):0.0108288,((SFH:0.0231646,(SFC:0.0160506,SID:0.0051591):0.0127482):0.0178926,(SGG:0.034715,SD:0.0240194):0.0173288):0.0111706):0.0616725):0.0268486,((((SCG:0.0042125,SCA:0.0058354):0.0356213,(SDI:0.0257926,SJ:0.0391635):0.0036919):0.0330256,SFI:0.0389211):0.0097694,(((SDF:0.0001558,SFG:0.000492):0.0232794,(SGD:0.0108143,SBH:0.011996):0.0077144):0.0025707,SFD:0.0433668):0.0775833):0.0855665):0.0031682):0.0016925,((((SCB:0.0388137,(SJA:0.0144163,SJE:0.0134557):0.0132884):0.0157155,(SBJ:0.0057548,SBD:0.0075932):0.0215726):0.0109085,SGF:0.0304422):0.0269515,(((SIC:0.03735,(((((SIE:0.0057913,SBF:0.005917):0.0302757,(SF:0.0065643,SFA:0.0047424):0.0071882):0.0055225,SEF:0.0174475):0.0012008,SE:0.0153249):0.0081604,(((SFB:0.0018294,SDE:0.0020438):0.0099353,(SJF:0.0083808,(SCF:0.0061864,SHI:0.0088361):0.0001643):0.0010698):0.0112958,SBAA:0.0577084):0.0014709):0.0048124):0.0102921,(SBE:0.0372481,SEJ:0.0173613):0.0239947):0.015247,(((SGI:0.001903,(SDC:0.0023361,SIF:0.0017748):0.0004389):0.0357196,(((SJC:0.0067739,(((SC:0.0036599,SGC:0.0009269):0.0010264,SJG:0.0039002):0.0011624,SFJ:0.0107723):0.0089862):0.0076004,(SCE:0.0083949,((SHC:0.0027134,SIH:0.0035625):0.0033,SCC:0.0048504):0.0032976):0.01149):0.0021353,SCI:0.0285064):0.0075333):0.0139407,(SGJ:0.0142263,SI:0.0212391):0.0085069):0.0138273):0.0232266):0.0758643);

alignment20	Tree20	100	1	1	3006.84	225.042	399.999	(((((SJ:90.0554,((((((SBB:7.6492,SED:6.738):25.5326,((SEF:4.071,SJI:10.3106):0.9672,SCH:3.7807):17.2924):1.1286,SEJ:15.5679):3.731,(SJG:17.202,(SFJ:19.8461,(SDA:4.1992,SIC:2.7529):28.1573):2.2529):11.2242):27.1751,(SBA:20.0327,((SCD:3.7369,(SI:2.1562,SCB:0.959):5.0672):12.0545,(SJJ:12.1063,SBJ:8.4298):3.6941):14.5875):14.6961):17.6304,SGD:59.1016):1.6238):3.4643,(((SHA:33.9942,SD:40.7981):19.7475,(((SHB:14.7085,(((SBD:2.1304,SCG:3.1423):6.0174,(SFF:1.8893,SDD:2.0359):4.5091):1.2677,SH:5.186):0.6927):4.4361,(SGA:12.0906,((SID:1.1386,SIH:1.4038):11.6754,SIF:17.0736):0.7763):4.0556):35.5207,(SEG:1.9587,SF:5.3598):25.976):17.9032):6.7662,(SDH:40.8238,(((SIA:0.9115,SEB:2.5431):2.8934,SIG:8.453):24.1432,(((SJF:5.9622,(SGF:4.2209,SHE:5.685):0.8986):0.7748,SCJ:4.3691):8.7093,(SBH:5.6849,SBE:6.2871):9.7849):15.422):18.1009):12.8568):20.9005):7.3501,((SDF:24.4342,SBF:41.3421):24.4071,(((SFA:17.5983,SHI:9.9107):25.0359,SIB:53.8935):19.6651,SFH:37.7754):18.2917):6.4057):10.6424,(((((((SEC:0.3396,SBG:0.1813):8.964,(SCA:2.0435,SII:4.5255):14.3747):7.4069,SEH:32.6022):6.0077,(SB:13.8734,SFD:19.36):3.1011):15.7341,SJH:21.4366):54.6684,SHC:46.7998):15.4482,((((((SDC:1.1923,SHF:1.9328):7.0572,SEE:3.8327):1.5328,SGB:9.183):33.2394,(SJE:25.2828,SCI:18.4795):7.4475):13.233,((SIJ:27.8855,SFC:9.6102):57.1315,(((SGC:0.2649,SDG:0.195):3.4458,SJC:3.4591):18.5242,SFE:28.0461):28.6125):2.2639):16.4986,((SBC:1.2325,SEA:0.5935):24.7699,SGI:39.2828):59.8889):2.9361):27.6823):22.8146,((((SGJ:60.3247,(SHH:10.6198,SEI:9.8222):60.4294):55.0862,((SG:35.9518,((SE:29.7312,(SBAA:6.6222,((SJB:3.3482,SDJ:4.0112):2.4233,SDI:4.242):5.2554):27.8595):26.3077,((SHG:6.6355,SIE:13.5358):4.4611,(SGE:4.7195,(SGH:10.7315,SCF:5.4684):0.9805):5.5553):30.1012):2.0188):13.6099,SC:41.5645):7.6667):17.9266,(((SHD:18.4545,(SBI:2.8373,(SJD:0.4518,SJA:0.1766):1.9149):30.6613):24.8825,(SGG:18.5264,(SFI:5.2773,(SFG:1.5731,SFB:3.7058):8.2897):25.4178):11.6686):9.413,((SCE:12.9819,(SDB:4.3547,SHJ:7.3934):1.7154):58.9323,SCC:62.8181):0.2117):20.5085):4.2237,SDE:64.8618):76.7559);

alignment21	Tree21	100	1	1	300.684	22.5042	39.9999	(((((SJ:9.00554,((((((SBB:0.76492,SED:0.6738):2.55326,((SEF:0.4071,SJI:1.03106):0.09672,SCH:0.37807):1.72924):0.11286,SEJ:1.55679):0.3731,(SJG:1.7202,(SFJ:1.98461,(SDA:0.41992,SIC:0.27529):2.81573):0.22529):1.12242):2.71751,(SBA:2.00327,((SCD:0.37369,(SI:0.21562,SCB:0.0959):0.50672):1.20545,(SJJ:1.21063,SBJ:0.84298):0.36941):1.45875):1.46961):1.76304,SGD:5.91016):0.16238):0.34643,(((SHA:3.39942,SD:4.07981):1.97475,(((SHB:1.47085,(((SBD:0.21304,SCG:0.31423):0.60174,(SFF:0.18893,SDD:0.20359):0.45091):0.12677,SH:0.5186):0.06927):0.44361,(SGA:1.20906,((SID:0.11386,SIH:0.14038):1.16754,SIF:1.70736):0.07763):0.40556):3.55207,(SEG:0.19587,SF:0.53598):2.5976):1.79032):0.67662,(SDH:4.08238,(((SIA:0.09115,SEB:0.25431):0.28934,SIG:0.8453):2.41432,(((SJF:0.59622,(SGF:0.42209,SHE:0.5685):0.08986):0.07748,SCJ:0.43691):0.87093,(SBH:0.56849,SBE:0.62871):0.97849):1.5422):1.81009):1.28568):2.09005):0.73501,((SDF:2.44342,SBF:4.13421):2.44071,(((SFA:1.75983,SHI:0.99107):2.50359,SIB:5.38935):1.96651,SFH:3.77754):1.82917):0.64057):1.06424,(((((((SEC:0.03396,SBG:0.01813):0.8964,(SCA:0.20435,SII:0.45255):1.43747):0.74069,SEH:3.26022):0.60077,(SB:1.38734,SFD:1.936):0.31011):1.57341,SJH:2.14366):5.46684,SHC:4.67998):1.54482,((((((SDC:0.11923,SHF:0.19328):0.70572,SEE:0.38327):0.15328,SGB:0.9183):3.32394,(SJE:2.52828,SCI:1.84795):0.74475):1.3233,((SIJ:2.78855,SFC:0.96102):5.71315,(((SGC:0.02649,SDG:0.0195):0.34458,SJC:0.34591):1.85242,SFE:2.80461):2.86125):0.22639):1.64986,((SBC:0.12325,SEA:0.05935):2.47699,SGI:3.92828):5.98889):0.29361):2.76823):2.28146,((((SGJ:6.03247,(SHH:1.06198,SEI:0.98222):6.04294):5.50862,((SG:3.59518,((SE:2.97312,(SBAA:0.66222,((SJB:0.33482,SDJ:0.40112):0.24233,SDI:0.4242):0.52554):2.78595):2.63077,((SHG:0.66355,SIE:1.35358):0.44611,(SGE:0.47195,(SGH:1.07315,SCF:0.54684):0.09805):0.55553):3.01012):0.20188):1.36099,SC:4.15645):0.76667):1.79266,(((SHD:1.84545,(SBI:0.28373,(SJD:0.04518,SJA:0.01766):0.19149):3.06613):2.48825,(SGG:1.85264,(SFI:0.52773,(SFG:0.15731,SFB:0.37058):0.82897):2.54178):1.16686):0.9413,((SCE:1.29819,(SDB:0.43547,SHJ:0.73934):0.17154):5.89323,SCC:6.28181):0.02117):2.05085):0.42237,SDE:6.48618):7.67559);

