Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
alignment22	Tree22	100	1	1	150.342	11.2521	20	(((((SJ:4.50277,((((((SBB:0.38246,SED:0.3369):1.27663,((SEF:0.20355,SJI:0.51553):0.04836,SCH:0.189035):0.86462):0.05643,SEJ:0.778395):0.18655,(SJG:0.8601,(SFJ:0.992305,(SDA:0.20996,SIC:0.137645):1.40787):0.112645):0.56121):1.35876,(SBA:1.00164,((SCD:0.186845,(SI:0.10781,SCB:0.04795):0.25336):0.602725,(SJJ:0.605315,SBJ:0.42149):0.184705):0.729375):0.734805):0.88152,SGD:2.95508):0.08119):0.173215,(((SHA:1.69971,SD:2.03991):0.987375,(((SHB:0.735425,(((SBD:0.10652,SCG:0.157115):0.30087,(SFF:0.094465,SDD:0.101795):0.225455):0.063385,SH:0.2593):0.034635):0.221805,(SGA:0.60453,((SID:0.05693,SIH:0.07019):0.58377,SIF:0.85368):0.038815):0.20278):1.77604,(SEG:0.097935,SF:0.26799):1.2988):0.89516):0.33831,(SDH:2.04119,(((SIA:0.045575,SEB:0.127155):0.14467,SIG:0.42265):1.20716,(((SJF:0.29811,(SGF:0.211045,SHE:0.28425):0.04493):0.03874,SCJ:0.218455):0.435465,(SBH:0.284245,SBE:0.314355):0.489245):0.7711):0.905045):0.64284):1.04503):0.367505,((SDF:1.22171,SBF:2.06711):1.22036,(((SFA:0.879915,SHI:0.495535):1.2518,SIB:2.69468):0.983255,SFH:1.88877):0.914585):0.320285):0.53212,(((((((SEC:0.01698,SBG:0.009065):0.4482,(SCA:0.102175,SII:0.226275):0.718735):0.370345,SEH:1.63011):0.300385,(SB:0.69367,SFD:0.968):0.155055):0.786705,SJH:1.07183):2.73342,SHC:2.33999):0.77241,((((((SDC:0.059615,SHF:0.09664):0.35286,SEE:0.191635):0.07664,SGB:0.45915):1.66197,(SJE:1.26414,SCI:0.923975):0.372375):0.66165,((SIJ:1.39428,SFC:0.48051):2.85658,(((SGC:0.013245,SDG:0.00975):0.17229,SJC:0.172955):0.92621,SFE:1.40231):1.43063):0.113195):0.82493,((SBC:0.061625,SEA:0.029675):1.2385,SGI:1.96414):2.99445):0.146805):1.38412):1.14073,((((SGJ:3.01624,(SHH:0.53099,SEI:0.49111):3.02147):2.75431,((SG:1.79759,((SE:1.48656,(SBAA:0.33111,((SJB:0.16741,SDJ:0.20056):0.121165,SDI:0.2121):0.26277):1.39298):1.31539,((SHG:0.331775,SIE:0.67679):0.223055,(SGE:0.235975,(SGH:0.536575,SCF:0.27342):0.049025):0.277765):1.50506):0.10094):0.680495,SC:2.07823):0.383335):0.89633,(((SHD:0.922725,(SBI:0.141865,(SJD:0.02259,SJA:0.00883):0.095745):1.53307):1.24413,(SGG:0.92632,(SFI:0.263865,(SFG:0.078655,SFB:0.18529):0.414485):1.27089):0.58343):0.47065,((SCE:0.649095,(SDB:0.217735,SHJ:0.36967):0.08577):2.94662,SCC:3.14091):0.010585):1.02543):0.211185,SDE:3.24309):3.8378);

alignment23	Tree23	100	1	1	30.0684	2.25042	3.99999	(((((SJ:0.900554,((((((SBB:0.076492,SED:0.06738):0.255326,((SEF:0.04071,SJI:0.103106):0.009672,SCH:0.037807):0.172924):0.011286,SEJ:0.155679):0.03731,(SJG:0.17202,(SFJ:0.198461,(SDA:0.041992,SIC:0.027529):0.281573):0.022529):0.112242):0.271751,(SBA:0.200327,((SCD:0.037369,(SI:0.021562,SCB:0.00959):0.050672):0.120545,(SJJ:0.121063,SBJ:0.084298):0.036941):0.145875):0.146961):0.176304,SGD:0.591016):0.016238):0.034643,(((SHA:0.339942,SD:0.407981):0.197475,(((SHB:0.147085,(((SBD:0.021304,SCG:0.031423):0.060174,(SFF:0.018893,SDD:0.020359):0.045091):0.012677,SH:0.05186):0.006927):0.044361,(SGA:0.120906,((SID:0.011386,SIH:0.014038):0.116754,SIF:0.170736):0.007763):0.040556):0.355207,(SEG:0.019587,SF:0.053598):0.25976):0.179032):0.067662,(SDH:0.408238,(((SIA:0.009115,SEB:0.025431):0.028934,SIG:0.08453):0.241432,(((SJF:0.059622,(SGF:0.042209,SHE:0.05685):0.008986):0.007748,SCJ:0.043691):0.087093,(SBH:0.056849,SBE:0.062871):0.097849):0.15422):0.181009):0.128568):0.209005):0.073501,((SDF:0.244342,SBF:0.413421):0.244071,(((SFA:0.175983,SHI:0.099107):0.250359,SIB:0.538935):0.196651,SFH:0.377754):0.182917):0.064057):0.106424,(((((((SEC:0.003396,SBG:0.001813):0.08964,(SCA:0.020435,SII:0.045255):0.143747):0.074069,SEH:0.326022):0.060077,(SB:0.138734,SFD:0.1936):0.031011):0.157341,SJH:0.214366):0.546684,SHC:0.467998):0.154482,((((((SDC:0.011923,SHF:0.019328):0.070572,SEE:0.038327):0.015328,SGB:0.09183):0.332394,(SJE:0.252828,SCI:0.184795):0.074475):0.13233,((SIJ:0.278855,SFC:0.096102):0.571315,(((SGC:0.002649,SDG:0.00195):0.034458,SJC:0.034591):0.185242,SFE:0.280461):0.286125):0.022639):0.164986,((SBC:0.012325,SEA:0.005935):0.247699,SGI:0.392828):0.598889):0.029361):0.276823):0.228146,((((SGJ:0.603247,(SHH:0.106198,SEI:0.098222):0.604294):0.550862,((SG:0.359518,((SE:0.297312,(SBAA:0.066222,((SJB:0.033482,SDJ:0.040112):0.024233,SDI:0.04242):0.052554):0.278595):0.263077,((SHG:0.066355,SIE:0.135358):0.044611,(SGE:0.047195,(SGH:0.107315,SCF:0.054684):0.009805):0.055553):0.301012):0.020188):0.136099,SC:0.415645):0.076667):0.179266,(((SHD:0.184545,(SBI:0.028373,(SJD:0.004518,SJA:0.001766):0.019149):0.306613):0.248825,(SGG:0.185264,(SFI:0.052773,(SFG:0.015731,SFB:0.037058):0.082897):0.254178):0.116686):0.09413,((SCE:0.129819,(SDB:0.043547,SHJ:0.073934):0.017154):0.589323,SCC:0.628181):0.002117):0.205085):0.042237,SDE:0.648618):0.767559);

alignment24	Tree24	100	1	1	15.0342	1.12521	2	(((((SJ:0.450277,((((((SBB:0.038246,SED:0.03369):0.127663,((SEF:0.020355,SJI:0.051553):0.004836,SCH:0.0189035):0.086462):0.005643,SEJ:0.0778395):0.018655,(SJG:0.08601,(SFJ:0.0992305,(SDA:0.020996,SIC:0.0137645):0.140787):0.0112645):0.056121):0.135876,(SBA:0.100164,((SCD:0.0186845,(SI:0.010781,SCB:0.004795):0.025336):0.0602725,(SJJ:0.0605315,SBJ:0.042149):0.0184705):0.0729375):0.0734805):0.088152,SGD:0.295508):0.008119):0.0173215,(((SHA:0.169971,SD:0.203991):0.0987375,(((SHB:0.0735425,(((SBD:0.010652,SCG:0.0157115):0.030087,(SFF:0.0094465,SDD:0.0101795):0.0225455):0.0063385,SH:0.02593):0.0034635):0.0221805,(SGA:0.060453,((SID:0.005693,SIH:0.007019):0.058377,SIF:0.085368):0.0038815):0.020278):0.177604,(SEG:0.0097935,SF:0.026799):0.12988):0.089516):0.033831,(SDH:0.204119,(((SIA:0.0045575,SEB:0.0127155):0.014467,SIG:0.042265):0.120716,(((SJF:0.029811,(SGF:0.0211045,SHE:0.028425):0.004493):0.003874,SCJ:0.0218455):0.0435465,(SBH:0.0284245,SBE:0.0314355):0.0489245):0.07711):0.0905045):0.064284):0.104503):0.0367505,((SDF:0.122171,SBF:0.206711):0.122036,(((SFA:0.0879915,SHI:0.0495535):0.12518,SIB:0.269468):0.0983255,SFH:0.188877):0.0914585):0.0320285):0.053212,(((((((SEC:0.001698,SBG:0.0009065):0.04482,(SCA:0.0102175,SII:0.0226275):0.0718735):0.0370345,SEH:0.163011):0.0300385,(SB:0.069367,SFD:0.0968):0.0155055):0.0786705,SJH:0.107183):0.273342,SHC:0.233999):0.077241,((((((SDC:0.0059615,SHF:0.009664):0.035286,SEE:0.0191635):0.007664,SGB:0.045915):0.166197,(SJE:0.126414,SCI:0.0923975):0.0372375):0.066165,((SIJ:0.139428,SFC:0.048051):0.285658,(((SGC:0.0013245,SDG:0.000975):0.017229,SJC:0.0172955):0.092621,SFE:0.140231):0.143063):0.0113195):0.082493,((SBC:0.0061625,SEA:0.0029675):0.12385,SGI:0.196414):0.299445):0.0146805):0.138412):0.114073,((((SGJ:0.301624,(SHH:0.053099,SEI:0.049111):0.302147):0.275431,((SG:0.179759,((SE:0.148656,(SBAA:0.033111,((SJB:0.016741,SDJ:0.020056):0.0121165,SDI:0.02121):0.026277):0.139298):0.131539,((SHG:0.0331775,SIE:0.067679):0.0223055,(SGE:0.0235975,(SGH:0.0536575,SCF:0.027342):0.0049025):0.0277765):0.150506):0.010094):0.0680495,SC:0.207823):0.0383335):0.089633,(((SHD:0.0922725,(SBI:0.0141865,(SJD:0.002259,SJA:0.000883):0.0095745):0.153307):0.124413,(SGG:0.092632,(SFI:0.0263865,(SFG:0.0078655,SFB:0.018529):0.0414485):0.127089):0.058343):0.047065,((SCE:0.0649095,(SDB:0.0217735,SHJ:0.036967):0.008577):0.294662,SCC:0.314091):0.0010585):0.102543):0.0211185,SDE:0.324309):0.38378);

alignment25	Tree25	100	1	1	3.00684	0.225042	0.399999	(((((SJ:0.0900554,((((((SBB:0.0076492,SED:0.006738):0.0255326,((SEF:0.004071,SJI:0.0103106):0.0009672,SCH:0.0037807):0.0172924):0.0011286,SEJ:0.0155679):0.003731,(SJG:0.017202,(SFJ:0.0198461,(SDA:0.0041992,SIC:0.0027529):0.0281573):0.0022529):0.0112242):0.0271751,(SBA:0.0200327,((SCD:0.0037369,(SI:0.0021562,SCB:0.000959):0.0050672):0.0120545,(SJJ:0.0121063,SBJ:0.0084298):0.0036941):0.0145875):0.0146961):0.0176304,SGD:0.0591016):0.0016238):0.0034643,(((SHA:0.0339942,SD:0.0407981):0.0197475,(((SHB:0.0147085,(((SBD:0.0021304,SCG:0.0031423):0.0060174,(SFF:0.0018893,SDD:0.0020359):0.0045091):0.0012677,SH:0.005186):0.0006927):0.0044361,(SGA:0.0120906,((SID:0.0011386,SIH:0.0014038):0.0116754,SIF:0.0170736):0.0007763):0.0040556):0.0355207,(SEG:0.0019587,SF:0.0053598):0.025976):0.0179032):0.0067662,(SDH:0.0408238,(((SIA:0.0009115,SEB:0.0025431):0.0028934,SIG:0.008453):0.0241432,(((SJF:0.0059622,(SGF:0.0042209,SHE:0.005685):0.0008986):0.0007748,SCJ:0.0043691):0.0087093,(SBH:0.0056849,SBE:0.0062871):0.0097849):0.015422):0.0181009):0.0128568):0.0209005):0.0073501,((SDF:0.0244342,SBF:0.0413421):0.0244071,(((SFA:0.0175983,SHI:0.0099107):0.0250359,SIB:0.0538935):0.0196651,SFH:0.0377754):0.0182917):0.0064057):0.0106424,(((((((SEC:0.0003396,SBG:0.0001813):0.008964,(SCA:0.0020435,SII:0.0045255):0.0143747):0.0074069,SEH:0.0326022):0.0060077,(SB:0.0138734,SFD:0.01936):0.0031011):0.0157341,SJH:0.0214366):0.0546684,SHC:0.0467998):0.0154482,((((((SDC:0.0011923,SHF:0.0019328):0.0070572,SEE:0.0038327):0.0015328,SGB:0.009183):0.0332394,(SJE:0.0252828,SCI:0.0184795):0.0074475):0.013233,((SIJ:0.0278855,SFC:0.0096102):0.0571315,(((SGC:0.0002649,SDG:0.000195):0.0034458,SJC:0.0034591):0.0185242,SFE:0.0280461):0.0286125):0.0022639):0.0164986,((SBC:0.0012325,SEA:0.0005935):0.0247699,SGI:0.0392828):0.0598889):0.0029361):0.0276823):0.0228146,((((SGJ:0.0603247,(SHH:0.0106198,SEI:0.0098222):0.0604294):0.0550862,((SG:0.0359518,((SE:0.0297312,(SBAA:0.0066222,((SJB:0.0033482,SDJ:0.0040112):0.0024233,SDI:0.004242):0.0052554):0.0278595):0.0263077,((SHG:0.0066355,SIE:0.0135358):0.0044611,(SGE:0.0047195,(SGH:0.0107315,SCF:0.0054684):0.0009805):0.0055553):0.0301012):0.0020188):0.0136099,SC:0.0415645):0.0076667):0.0179266,(((SHD:0.0184545,(SBI:0.0028373,(SJD:0.0004518,SJA:0.0001766):0.0019149):0.0306613):0.0248825,(SGG:0.0185264,(SFI:0.0052773,(SFG:0.0015731,SFB:0.0037058):0.0082897):0.0254178):0.0116686):0.009413,((SCE:0.0129819,(SDB:0.0043547,SHJ:0.0073934):0.0017154):0.0589323,SCC:0.0628181):0.0002117):0.0205085):0.0042237,SDE:0.0648618):0.0767559);

alignment30	Tree30	100	1	1	4105.19	224.964	399.998	(((((((SDJ:0.1888,SEB:0.1314):51.4014,((SCE:15.8512,SHA:18.1306):29.7698,SGA:119.153):1.5062):40.6728,(((SHG:31.3026,(SCC:23.645,(SDC:6.6179,SHH:6.3743):20.0172):10.7315):13.4083,SI:31.545):18.3047,(SDB:12.6067,(SIE:1.8626,SJH:1.1814):29.0268):40.3412):43.5211):6.3332,(((SFD:34.8468,SFC:14.9125):15.5341,SIC:45.221):58.5788,(((SBB:43.3785,SJ:63.9666):3.28,(SFH:0.8523,SJB:0.4544):86.7429):23.945,((SB:35.4751,((SDA:18.0748,SG:12.5673):53.1437,((SBA:27.3285,(SEJ:3.4125,SJD:3.362):20.918):54.6057,(SDH:4.4095,SHE:4.297):41.4134):2.5685):16.6201):5.0786,SBD:61.2446):8.0608):9.9944):6.3638):1.8552,(((SGH:3.488,SIF:4.9841):13.0231,(SCD:2.7171,SEA:3.0427):5.9611):43.1887,(((SIG:41.5008,SJC:29.5734):49.9068,(SHD:13.2216,((SH:2.9577,SJA:4.3329):6.6448,((SFI:1.1486,SCH:1.866):3.3601,SGF:6.3069):7.9654):0.9784):85.5143):14.2486,SII:48.4611):10.7662):4.721):50.1216,((SED:48.9648,(SDF:22.1463,SIH:19.2357):2.9131):61.9874,((((SIA:52.8641,SHJ:39.4024):1.3586,(SC:8.456,(SEF:3.8615,SDE:2.4638):4.3963):25.3328):43.5755,(SGB:48.2225,((SBH:13.822,(SBE:2.0721,SCA:2.831):11.9326):21.3624,SFF:17.8537):7.2244):25.9766):24.1284,((((SFB:5.3592,SEI:6.353):63.3953,(SGJ:6.2216,SFE:9.827):19.3127):5.8179,(SBI:10.2205,SDG:9.9895):31.8235):4.5572,(SCF:9.4714,SF:3.9634):63.5882):48.4191):29.7432):6.9788):5.3221,((((SBJ:25.2589,SCI:23.5721):0.6291,SJF:16.411):30.0782,((SIB:86.8323,(((((SDD:2.0627,SEG:0.828):1.273,SJJ:4.7124):5.2996,SGE:10.6351):0.4081,SJG:10.4899):32.804,(SBAA:5.7714,SD:13.7391):20.352):23.5718):1.4816,((SGC:17.9033,((((SIJ:24.0971,SBF:13.4311):2.0005,SGG:19.0265):2.8539,((SGI:4.2563,SID:1.7762):11.6086,SBC:10.4732):1.2737):21.7679,SFJ:40.6233):3.1648):10.446,(SFG:68.6622,((SFA:9.4698,SJI:13.031):0.776,SCJ:5.3207):45.1248):15.1295):2.3036):8.2052):45.7766,((((SDI:55.8467,SE:33.7566):2.5481,SCB:35.3628):15.3821,SHI:60.027):45.1625,((SJE:73.969,(SHC:58.9143,(SHB:32.3498,(SBG:9.4242,(SEC:8.6369,SHF:10.8225):0.2482):19.7367):13.9736):14.8213):63.3354,((SEE:10.2104,SGD:15.2173):12.7166,(SEH:2.9695,SCG:3.2507):23.5753):61.6145):18.5046):15.9562):3.2685);

alignment31	Tree31	100	1	1	410.519	22.4964	39.9998	(((((((SDJ:0.01888,SEB:0.01314):5.14014,((SCE:1.58512,SHA:1.81306):2.97698,SGA:11.9153):0.15062):4.06728,(((SHG:3.13026,(SCC:2.3645,(SDC:0.66179,SHH:0.63743):2.00172):1.07315):1.34083,SI:3.1545):1.83047,(SDB:1.26067,(SIE:0.18626,SJH:0.11814):2.90268):4.03412):4.35211):0.63332,(((SFD:3.48468,SFC:1.49125):1.55341,SIC:4.5221):5.85788,(((SBB:4.33785,SJ:6.39666):0.328,(SFH:0.08523,SJB:0.04544):8.67429):2.3945,((SB:3.54751,((SDA:1.80748,SG:1.25673):5.31437,((SBA:2.73285,(SEJ:0.34125,SJD:0.3362):2.0918):5.46057,(SDH:0.44095,SHE:0.4297):4.14134):0.25685):1.66201):0.50786,SBD:6.12446):0.80608):0.99944):0.63638):0.18552,(((SGH:0.3488,SIF:0.49841):1.30231,(SCD:0.27171,SEA:0.30427):0.59611):4.31887,(((SIG:4.15008,SJC:2.95734):4.99068,(SHD:1.32216,((SH:0.29577,SJA:0.43329):0.66448,((SFI:0.11486,SCH:0.1866):0.33601,SGF:0.63069):0.79654):0.09784):8.55143):1.42486,SII:4.84611):1.07662):0.4721):5.01216,((SED:4.89648,(SDF:2.21463,SIH:1.92357):0.29131):6.19874,((((SIA:5.28641,SHJ:3.94024):0.13586,(SC:0.8456,(SEF:0.38615,SDE:0.24638):0.43963):2.53328):4.35755,(SGB:4.82225,((SBH:1.3822,(SBE:0.20721,SCA:0.2831):1.19326):2.13624,SFF:1.78537):0.72244):2.59766):2.41284,((((SFB:0.53592,SEI:0.6353):6.33953,(SGJ:0.62216,SFE:0.9827):1.93127):0.58179,(SBI:1.02205,SDG:0.99895):3.18235):0.45572,(SCF:0.94714,SF:0.39634):6.35882):4.84191):2.97432):0.69788):0.53221,((((SBJ:2.52589,SCI:2.35721):0.06291,SJF:1.6411):3.00782,((SIB:8.68323,(((((SDD:0.20627,SEG:0.0828):0.1273,SJJ:0.47124):0.52996,SGE:1.06351):0.04081,SJG:1.04899):3.2804,(SBAA:0.57714,SD:1.37391):2.0352):2.35718):0.14816,((SGC:1.79033,((((SIJ:2.40971,SBF:1.34311):0.20005,SGG:1.90265):0.28539,((SGI:0.42563,SID:0.17762):1.16086,SBC:1.04732):0.12737):2.17679,SFJ:4.06233):0.31648):1.0446,(SFG:6.86622,((SFA:0.94698,SJI:1.3031):0.0776,SCJ:0.53207):4.51248):1.51295):0.23036):0.82052):4.57766,((((SDI:5.58467,SE:3.37566):0.25481,SCB:3.53628):1.53821,SHI:6.0027):4.51625,((SJE:7.3969,(SHC:5.89143,(SHB:3.23498,(SBG:0.94242,(SEC:0.86369,SHF:1.08225):0.02482):1.97367):1.39736):1.48213):6.33354,((SEE:1.02104,SGD:1.52173):1.27166,(SEH:0.29695,SCG:0.32507):2.35753):6.16145):1.85046):1.59562):0.32685);

alignment32	Tree32	100	1	1	205.26	11.2482	19.9999	(((((((SDJ:0.00944,SEB:0.00657):2.57007,((SCE:0.79256,SHA:0.90653):1.48849,SGA:5.95766):0.07531):2.03364,(((SHG:1.56513,(SCC:1.18225,(SDC:0.330895,SHH:0.318715):1.00086):0.536575):0.670415,SI:1.57725):0.915235,(SDB:0.630335,(SIE:0.09313,SJH:0.05907):1.45134):2.01706):2.17605):0.31666,(((SFD:1.74234,SFC:0.745625):0.776705,SIC:2.26105):2.92894,(((SBB:2.16892,SJ:3.19833):0.164,(SFH:0.042615,SJB:0.02272):4.33714):1.19725,((SB:1.77375,((SDA:0.90374,SG:0.628365):2.65718,((SBA:1.36642,(SEJ:0.170625,SJD:0.1681):1.0459):2.73028,(SDH:0.220475,SHE:0.21485):2.07067):0.128425):0.831005):0.25393,SBD:3.06223):0.40304):0.49972):0.31819):0.09276,(((SGH:0.1744,SIF:0.249205):0.651155,(SCD:0.135855,SEA:0.152135):0.298055):2.15943,(((SIG:2.07504,SJC:1.47867):2.49534,(SHD:0.66108,((SH:0.147885,SJA:0.216645):0.33224,((SFI:0.05743,SCH:0.0933):0.168005,SGF:0.315345):0.39827):0.04892):4.27571):0.71243,SII:2.42305):0.53831):0.23605):2.50608,((SED:2.44824,(SDF:1.10731,SIH:0.961785):0.145655):3.09937,((((SIA:2.6432,SHJ:1.97012):0.06793,(SC:0.4228,(SEF:0.193075,SDE:0.12319):0.219815):1.26664):2.17877,(SGB:2.41112,((SBH:0.6911,(SBE:0.103605,SCA:0.14155):0.59663):1.06812,SFF:0.892685):0.36122):1.29883):1.20642,((((SFB:0.26796,SEI:0.31765):3.16976,(SGJ:0.31108,SFE:0.49135):0.965635):0.290895,(SBI:0.511025,SDG:0.499475):1.59117):0.22786,(SCF:0.47357,SF:0.19817):3.17941):2.42095):1.48716):0.34894):0.266105,((((SBJ:1.26294,SCI:1.1786):0.031455,SJF:0.82055):1.50391,((SIB:4.34161,(((((SDD:0.103135,SEG:0.0414):0.06365,SJJ:0.23562):0.26498,SGE:0.531755):0.020405,SJG:0.524495):1.6402,(SBAA:0.28857,SD:0.686955):1.0176):1.17859):0.07408,((SGC:0.895165,((((SIJ:1.20485,SBF:0.671555):0.100025,SGG:0.951325):0.142695,((SGI:0.212815,SID:0.08881):0.58043,SBC:0.52366):0.063685):1.08839,SFJ:2.03116):0.15824):0.5223,(SFG:3.43311,((SFA:0.47349,SJI:0.65155):0.0388,SCJ:0.266035):2.25624):0.756475):0.11518):0.41026):2.28883,((((SDI:2.79233,SE:1.68783):0.127405,SCB:1.76814):0.769105,SHI:3.00135):2.25812,((SJE:3.69845,(SHC:2.94571,(SHB:1.61749,(SBG:0.47121,(SEC:0.431845,SHF:0.541125):0.01241):0.986835):0.69868):0.741065):3.16677,((SEE:0.51052,SGD:0.760865):0.63583,(SEH:0.148475,SCG:0.162535):1.17876):3.08072):0.92523):0.79781):0.163425);

alignment33	Tree33	100	1	1	41.0519	2.24964	3.99998	(((((((SDJ:0.001888,SEB:0.001314):0.514014,((SCE:0.158512,SHA:0.181306):0.297698,SGA:1.19153):0.015062):0.406728,(((SHG:0.313026,(SCC:0.23645,(SDC:0.066179,SHH:0.063743):0.200172):0.107315):0.134083,SI:0.31545):0.183047,(SDB:0.126067,(SIE:0.018626,SJH:0.011814):0.290268):0.403412):0.435211):0.063332,(((SFD:0.348468,SFC:0.149125):0.155341,SIC:0.45221):0.585788,(((SBB:0.433785,SJ:0.639666):0.0328,(SFH:0.008523,SJB:0.004544):0.867429):0.23945,((SB:0.354751,((SDA:0.180748,SG:0.125673):0.531437,((SBA:0.273285,(SEJ:0.034125,SJD:0.03362):0.20918):0.546057,(SDH:0.044095,SHE:0.04297):0.414134):0.025685):0.166201):0.050786,SBD:0.612446):0.080608):0.099944):0.063638):0.018552,(((SGH:0.03488,SIF:0.049841):0.130231,(SCD:0.027171,SEA:0.030427):0.059611):0.431887,(((SIG:0.415008,SJC:0.295734):0.499068,(SHD:0.132216,((SH:0.029577,SJA:0.043329):0.066448,((SFI:0.011486,SCH:0.01866):0.033601,SGF:0.063069):0.079654):0.009784):0.855143):0.142486,SII:0.484611):0.107662):0.04721):0.501216,((SED:0.489648,(SDF:0.221463,SIH:0.192357):0.029131):0.619874,((((SIA:0.528641,SHJ:0.394024):0.013586,(SC:0.08456,(SEF:0.038615,SDE:0.024638):0.043963):0.253328):0.435755,(SGB:0.482225,((SBH:0.13822,(SBE:0.020721,SCA:0.02831):0.119326):0.213624,SFF:0.178537):0.072244):0.259766):0.241284,((((SFB:0.053592,SEI:0.06353):0.633953,(SGJ:0.062216,SFE:0.09827):0.193127):0.058179,(SBI:0.102205,SDG:0.099895):0.318235):0.045572,(SCF:0.094714,SF:0.039634):0.635882):0.484191):0.297432):0.069788):0.053221,((((SBJ:0.252589,SCI:0.235721):0.006291,SJF:0.16411):0.300782,((SIB:0.868323,(((((SDD:0.020627,SEG:0.00828):0.01273,SJJ:0.047124):0.052996,SGE:0.106351):0.004081,SJG:0.104899):0.32804,(SBAA:0.057714,SD:0.137391):0.20352):0.235718):0.014816,((SGC:0.179033,((((SIJ:0.240971,SBF:0.134311):0.020005,SGG:0.190265):0.028539,((SGI:0.042563,SID:0.017762):0.116086,SBC:0.104732):0.012737):0.217679,SFJ:0.406233):0.031648):0.10446,(SFG:0.686622,((SFA:0.094698,SJI:0.13031):0.00776,SCJ:0.053207):0.451248):0.151295):0.023036):0.082052):0.457766,((((SDI:0.558467,SE:0.337566):0.025481,SCB:0.353628):0.153821,SHI:0.60027):0.451625,((SJE:0.73969,(SHC:0.589143,(SHB:0.323498,(SBG:0.094242,(SEC:0.086369,SHF:0.108225):0.002482):0.197367):0.139736):0.148213):0.633354,((SEE:0.102104,SGD:0.152173):0.127166,(SEH:0.029695,SCG:0.032507):0.235753):0.616145):0.185046):0.159562):0.032685);

alignment34	Tree34	100	1	1	20.526	1.12482	1.99999	(((((((SDJ:0.000944,SEB:0.000657):0.257007,((SCE:0.079256,SHA:0.090653):0.148849,SGA:0.595766):0.007531):0.203364,(((SHG:0.156513,(SCC:0.118225,(SDC:0.0330895,SHH:0.0318715):0.100086):0.0536575):0.0670415,SI:0.157725):0.0915235,(SDB:0.0630335,(SIE:0.009313,SJH:0.005907):0.145134):0.201706):0.217605):0.031666,(((SFD:0.174234,SFC:0.0745625):0.0776705,SIC:0.226105):0.292894,(((SBB:0.216892,SJ:0.319833):0.0164,(SFH:0.0042615,SJB:0.002272):0.433714):0.119725,((SB:0.177375,((SDA:0.090374,SG:0.0628365):0.265718,((SBA:0.136642,(SEJ:0.0170625,SJD:0.01681):0.10459):0.273028,(SDH:0.0220475,SHE:0.021485):0.207067):0.0128425):0.0831005):0.025393,SBD:0.306223):0.040304):0.049972):0.031819):0.009276,(((SGH:0.01744,SIF:0.0249205):0.0651155,(SCD:0.0135855,SEA:0.0152135):0.0298055):0.215943,(((SIG:0.207504,SJC:0.147867):0.249534,(SHD:0.066108,((SH:0.0147885,SJA:0.0216645):0.033224,((SFI:0.005743,SCH:0.00933):0.0168005,SGF:0.0315345):0.039827):0.004892):0.427571):0.071243,SII:0.242305):0.053831):0.023605):0.250608,((SED:0.244824,(SDF:0.110731,SIH:0.0961785):0.0145655):0.309937,((((SIA:0.26432,SHJ:0.197012):0.006793,(SC:0.04228,(SEF:0.0193075,SDE:0.012319):0.0219815):0.126664):0.217877,(SGB:0.241112,((SBH:0.06911,(SBE:0.0103605,SCA:0.014155):0.059663):0.106812,SFF:0.0892685):0.036122):0.129883):0.120642,((((SFB:0.026796,SEI:0.031765):0.316976,(SGJ:0.031108,SFE:0.049135):0.0965635):0.0290895,(SBI:0.0511025,SDG:0.0499475):0.159117):0.022786,(SCF:0.047357,SF:0.019817):0.317941):0.242095):0.148716):0.034894):0.0266105,((((SBJ:0.126294,SCI:0.11786):0.0031455,SJF:0.082055):0.150391,((SIB:0.434161,(((((SDD:0.0103135,SEG:0.00414):0.006365,SJJ:0.023562):0.026498,SGE:0.0531755):0.0020405,SJG:0.0524495):0.16402,(SBAA:0.028857,SD:0.0686955):0.10176):0.117859):0.007408,((SGC:0.0895165,((((SIJ:0.120485,SBF:0.0671555):0.0100025,SGG:0.0951325):0.0142695,((SGI:0.0212815,SID:0.008881):0.058043,SBC:0.052366):0.0063685):0.108839,SFJ:0.203116):0.015824):0.05223,(SFG:0.343311,((SFA:0.047349,SJI:0.065155):0.00388,SCJ:0.0266035):0.225624):0.0756475):0.011518):0.041026):0.228883,((((SDI:0.279233,SE:0.168783):0.0127405,SCB:0.176814):0.0769105,SHI:0.300135):0.225812,((SJE:0.369845,(SHC:0.294571,(SHB:0.161749,(SBG:0.047121,(SEC:0.0431845,SHF:0.0541125):0.001241):0.0986835):0.069868):0.0741065):0.316677,((SEE:0.051052,SGD:0.0760865):0.063583,(SEH:0.0148475,SCG:0.0162535):0.117876):0.308072):0.092523):0.079781):0.0163425);

