uce-4792,0.0,0.007397693831,-0.012185975263999999,0.0028540364090000013,-0.0004476898679999994,0.002646913647999998,-0.014556201989999998,-0.00041422298399999835,-0.011455489486,-0.013613692293000001,-0.011926176751999999,-0.009555487357999999,-0.010692256847999999,-0.012788127618999999,-0.017624420377,-0.009867830524,-0.010736308390000001,-0.009805663796000001,-0.011356269482000001,-0.012591585159000001,0.006181381705999998,-0.013206161813,-0.0024948619230000003,-0.010207978212999999,-0.002236164566999998,-0.004021215404999999,-0.021147067064000002,-0.016704301541999998,-0.019587837365,-0.017732838292
uce-4818,0.0,0.003946118616,0.0014083238700000004,0.0034109683209999995,-0.00024938125199999977,0.003442507343000001,-0.0020812111089999995,-0.0025229763339999997,-0.0045153482,-0.0011170841949999996,-0.0045153482,-0.004563149765,0.0003997011570000004,0.0007556222070000005,-0.0015778522969999995,-0.000870931565,-0.0046666204029999995,-0.006636372491,-0.005522507403,0.00040116466700000023,-0.0035536714929999998,-0.001096032088,-0.00012109635400000054,-0.004526721025,-0.004562237244,-0.005522507403,-0.005522507403,-0.0059866183459999995,-0.007062290394,-0.0016212108550000002
uce-4819,0.0,0.005967339011000001,-0.013887212006999999,-0.002679099084999999,-0.0010119679520000022,0.004341028711999997,-0.007858869563,0.0014776249210000023,-0.003892024937,-0.0020714725849999994,-0.007786632263,-0.0011197031289999996,-0.010025299688000002,-0.009705505177000001,-0.007909909057,-0.005219595329,-0.003966023577999999,-0.009230035688999999,-0.010771112533000001,-0.008709955395000002,0.0014696192229999988,-0.0062905033020000025,-0.002656445962000001,-0.006501075823000002,0.0007916069689999986,-0.006231412549,-0.014407100187,-0.017011115499,-0.014883135553,-0.008205525393
uce-4832,0.0,0.008085732978999999,-0.00029373338300000065,0.0007727481889999999,0.0026155563099999994,-0.0011379224460000004,-0.007896722210999999,0.009045842294,-0.007887830942,-0.004717828660999999,-0.010116605939999999,-0.003264887222999999,0.003586144379000001,-0.006379602396000002,-0.0015129844789999996,-0.005881614721,-0.00236750774,-0.003530921002999999,0.0007435716119999995,-0.004048896695,0.002896269057999999,0.0010021895579999992,-0.001964451033000001,-0.005915652681999999,0.0003437581969999992,-0.0021686735350000003,-0.004547608249000001,-0.008282646481000001,-0.007105978283000001,-0.007452266511000002
uce-4837,0.0,0.0012912852879999998,-0.0008235210259999997,0.001482077138,0.00071965196,0.002487516355,-0.002004340045,0.0017192298099999999,-0.00010431871400000002,0.00173283816,0.0010437822820000002,5.9099044000000215e-05,-0.001108225134,-0.003008235493,-0.002616322313,-0.003511481547,-0.001719925594,-0.003622459718,-0.004519620603,-0.0008216822509999997,-0.0003994180580000001,-0.0032329600500000002,0.0004765802159999999,-0.002223720231,-0.00042537929600000015,-0.00249286466,-0.00264513668,-0.0013254768879999998,-0.00312011695,-0.00042537929600000015
uce-4843,0.0,0.010019721876,-0.020161902403,-0.012552154662999998,-0.010682399436000002,-0.007267812158000002,-0.004689277747999999,-0.0014188544230000003,-0.012608676612,-0.012511208017999998,-0.016287903312,-0.023931794927,-0.013073766325999998,-0.021939960896,-0.022558087182000003,-0.004367573409,-0.009060923835000002,-0.003349219029000001,-0.014269382131000001,-0.010649485927000001,-0.010207808264999998,-0.0074506615599999985,-0.009318134593,-0.014706522892000001,-0.009642933758000002,-0.008342012989000001,-0.011077180053000001,-0.008772092134999998,-0.016386200504999997,-0.006547753811
uce-4850,0.0,0.003149346143,0.0,0.002652629332,0.003152924993,0.001572369588,0.002377181345,9.307936999999986e-05,0.000571967783,-0.003006704332,-0.000500295661,-0.000500295661,0.000571967783,0.003931050697,-0.000500295661,0.0017385119070000002,0.001178495574,-0.002002976616,-0.003008870587,-0.003512395099,-0.00035947010599999977,-0.00035947010599999977,-0.00035947010599999977,-0.003512395099,0.001103124823,0.0028036794560000002,-0.000500295661,-0.000500295661,-0.000500295661,-0.000500295661
uce-4865,0.0,0.003978097504,-0.017769130643,-0.007406302729000001,-0.014426113083999999,-0.008913578996,-0.012585001220999998,-0.007781444489999999,-0.011078799720000001,-0.009772824284,-0.016993895224,-0.015577340826000001,-0.012871552231000002,-0.018285942851000003,-0.019865730558000002,-0.015349605829,-0.012358973092999999,-0.013635760738999999,-0.01735665536,-0.010558621176,-0.0066490911659999995,-0.007987612812,-0.008446013926,-0.011336871442,-0.007933928000999999,-0.006357114244999998,-0.017560584453000003,-0.016481856857000002,-0.020147585373,-0.014167999673999999
uce-4882,0.0,0.000555847142,-0.0064856643840000006,0.0014577861549999998,-0.0007691637220000004,-0.003045286086,-0.009995760725,-0.005811564025999999,-0.007930327677,-0.005450893587000001,-0.004515634791,-0.0006774605469999999,-0.003956783094,-0.0010485766939999997,-0.004487451482,-0.0002205540260000003,0.0009416606829999999,-0.0013748022900000002,-0.0036577034870000002,-0.0019108510060000003,-0.0023525722029999994,-0.003956904292,0.005414481866,0.000172519841,0.001872333752,-0.004064270142,-0.0050559349299999995,-0.0064208218099999995,-0.014145943744000002,-0.002415266015
uce-4883,0.0,0.004408233236,0.0015195703549999995,-0.003384137657,-0.001356612767,-0.0032829958159999997,-0.005587273488,0.0019055668409999997,-0.00585652997,-0.0013364244669999996,0.0007318647889999995,0.0007293876610000001,-0.005261054502,-0.0009377451510000001,-0.008482801045,-0.006279943512,-0.0031585027379999993,-0.004574583217999999,-0.009471148812,0.00019354890900000025,0.0007762229510000001,-0.003464707725,-0.006953165472000001,-0.0007325226669999997,-0.001433287004,-0.005000186412,-0.003989448483000001,-0.0036854974020000004,-0.014598173850000002,-0.006002092507
